Scenario;Level;Indicator;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
Coexistence scenario;Livestock farm;Gross margin(€/ha);3186.60651188823;3577.14833820004;3157.57208653036;4283.90601025015;2632.04052228952;3500.9111747036;3618.62592352104;3505.99262768232;3377.38604459675;4596.14488546477;3147.27541029243;3319.70782716855;3471.32407372061
Coexistence scenario;Territory;Gross margin(€/ha);1423.99607949448;1611.99088872462;2032.73090436124;2459.29398868144;1366.25243853807;1667.85576967817;2349.67077211084;2172.29153240874;1883.48411690234;2487.47190098132;1870.49717044898;1983.81798862233;2035.63320217438
Coexistence scenario;AF1;Nitrogen use (kg N/ha);104.231082422619;102.757524678571;81.8552050535714;114.870437380952;98.4515030535714;94.7112266785714;95.681082422619;109.090858011905;90.4052050535714;108.537104047619;89.9015030535714;101.044560011905;104.231082422619
Coexistence scenario;AF2;Nitrogen use (kg N/ha);164.159388928571;169.0163654275;175.248955842;202.102326785714;172.764335131429;158.451366202857;170.46660825;186.978398342;174.251009736667;164.8821655;165.8199273025;174.69702796;177.384515
Coexistence scenario;AF3;Nitrogen use (kg N/ha);74.7696924924158;120.935464028914;108.825999827538;57.0147700416077;137.555424795741;95.8114631486742;71.1642684044529;119.800502344933;112.431423915501;58.1497317255892;133.950000707778;94.6765014646928;74.7696924924158
Coexistence scenario;AF4;Nitrogen use (kg N/ha);140.113965229592;147.875347316729;140.508473348214;123.799202764803;151.97657724812;131.134702831767;157.657596834821;124.182801620301;150.330629204082;139.428542928806;137.46644524812;135.438962581767;157.657596834821
Coexistence scenario;AF5;Nitrogen use (kg N/ha);147.655506006349;123.0851192;124.604050081203;140.108939675188;159.735506028571;131.76021352381;153.083844635294;150.701202278992;169.37508584381;74.6396388888889;153.495821281203;154.01723472381;143.120436027068
Coexistence scenario;Arable farm;Nitrogen use (kg N/ha);126.185927015909;132.733964130343;126.208536830505;127.579135329653;144.096669251487;122.373794477136;129.610680109438;138.150752519626;139.358670750726;109.127436618181;136.126739518635;131.974857348435;131.432664555385
Coexistence scenario;LF1;Nitrogen use (kg N/ha);117.602479659471;107.414465252593;116.861793623736;106.282714737576;115.564876778095;109.593084994;101.18983742;105.19138388381;121.492872054841;106.792002469333;112.172625257619;108.829153396364;119.158636617619
Coexistence scenario;LF2;Nitrogen use (kg N/ha);101.485782483392;84.5570692874494;101.250714278846;91.5424404048583;95.4529619729021;91.2702561680162;101.485782483392;84.5570692874494;101.250714278846;91.5424404048583;95.4529619729021;91.2702561680162;101.485782483392
Coexistence scenario;Livestock farm;Nitrogen use (kg N/ha);109.544131071431;95.985767270021;109.056253951291;98.912577571217;105.508919375499;100.431670581008;101.337809951696;94.8742265856295;111.371793166844;99.1672214370958;103.812793615261;100.04970478219;110.322209550505
Coexistence scenario;Territory;Nitrogen use (kg N/ha);121.43112817463;122.234479313108;121.307884579301;119.388690255814;133.071597858347;116.104616221099;121.532717207226;125.786030824198;131.362420012474;106.281660852156;126.894183546242;122.853385186651;125.401105982562
Coexistence scenario;AF1;Protein yield (kg N/ha);1097.0825;1183.27333333333;1172.35083333333;1218.275;1041.26083333333;1273.92666666667;1136.08333333333;1159.53333333333;1124.46083333333;1257.075;1084.285;1242.73333333333;1096.8025
Coexistence scenario;AF2;Protein yield (kg N/ha);939.015714285714;1081.18;919.968;883.825714285714;1188.73571428571;845.602857142857;948.867;472.048;1214.89333333333;1028.345;1122.235;1135.635;943.506
Coexistence scenario;AF3;Protein yield (kg N/ha);1144.963125;1131.64875;1150.1925;1203.14375;1198.421875;1115.97625;1085.53375;1225.48;1188.750625;1146.94625;1127.8725;1160.15625;1194.056875
Coexistence scenario;AF4;Protein yield (kg N/ha);674.258571428571;1063.423125;1228.0275;1133.575;715.42;1079.004375;1210.84625;1157.325;723.617142857143;1236.03375;781.671428571429;1099.1575;940.118125
Coexistence scenario;AF5;Protein yield (kg N/ha);986.275555555556;877.014375;923.007368421053;1013.57263157895;1065.87428571429;819.090666666667;1000.79882352941;982.383529411765;1074.128;871.341666666667;1076.57736842105;960.79;1011.43105263158
Coexistence scenario;Arable farm;Protein yield (kg N/ha);968.319093253968;1067.30791666667;1078.70924035088;1090.47841917293;1041.94254166667;1026.72016309524;1076.42583137255;999.35397254902;1065.16998690476;1107.94833333333;1038.5282593985;1119.69441666667;1037.18291052632
Coexistence scenario;LF1;Protein yield (kg N/ha);982.304444444444;1245.71777777778;1115.05384615385;1368.36545454545;1061.176;1162.151;1393.36615384615;1137.36142857143;1064.09;1342.109;1161.655;1071.54909090909;972.056666666667
Coexistence scenario;LF2;Protein yield (kg N/ha);854.438181818182;871.382631578947;1160.895;1030.56105263158;862.775;809.950526315789;1111.70090909091;992.568421052632;868.075454545455;1148.69157894737;897.002272727273;706.772631578947;1094.54681818182
Coexistence scenario;Livestock farm;Protein yield (kg N/ha);918.371313131313;1058.55020467836;1137.97442307692;1199.46325358852;961.9755;986.050763157895;1252.53353146853;1064.96492481203;966.082727272727;1245.40028947368;1029.32863636364;889.160861244019;1033.30174242424
Coexistence scenario;Territory;Protein yield (kg N/ha);954.04829893321;1064.80571324144;1095.64214970118;1121.61694329167;1019.09481547619;1015.10033454171;1126.74231711426;1018.09995890988;1036.85934129561;1147.22032080201;1035.89979567425;1053.82768654591;1036.07400535429
Coexistence scenario;AF1;Quantity of active ingredients applied /ha;1.85679920634921;3.56768452380952;2.36574285714286;3.48147698412698;1.84161785714286;3.78939285714286;2.15921587301587;3.46629563492063;2.06332619047619;3.58286587301587;2.14403452380952;3.68800396825397;1.85679920634921
Coexistence scenario;AF2;Quantity of active ingredients applied /ha;4.47023214285714;4.993659375;3.76298916666667;4.18448214285714;6.08164285714286;3.872725;4.9564625;2.89138083333333;6.0694375;3.955715;5.253403125;4.3333;4.95951333333333
Coexistence scenario;AF3;Quantity of active ingredients applied /ha;6.10046157407407;4.96393888888889;4.93292916666667;6.33351851851852;4.47523148148148;5.5364375;5.98566064814815;4.70828842592593;5.04773009259259;6.58916898148148;4.36043055555556;5.28078703703704;6.10046157407407
Coexistence scenario;AF4;Quantity of active ingredients applied /ha;2.33738010204082;3.01629252819549;2.41030357142857;2.68754951177414;2.32709022556391;3.14606179511278;2.20397098214286;2.90564854842828;2.16234183673469;3.06357577537594;2.04437593984962;3.00886870820271;2.20397098214286
Coexistence scenario;AF5;Quantity of active ingredients applied /ha;9.4131773015873;8.67226541666667;8.03345127819549;7.58008857142857;12.8413547619048;7.14104171428571;9.33266235294118;10.2656941736695;10.673943047619;4.23057222222222;11.3885516290727;8.09565771428571;8.93044165413534
Coexistence scenario;Arable farm;Quantity of active ingredients applied /ha;4.83561006538171;5.04276814651211;4.30108320802005;4.85342314574107;5.51338743664717;4.69713177330827;4.92759447124961;4.84746152325553;5.20335573348451;4.2843795704191;5.03815915465748;4.88132348555589;4.81023735000696
Coexistence scenario;LF1;Quantity of active ingredients applied /ha;3.46886878306878;1.9458962962963;3.22837582417582;1.83806060606061;3.16427428571429;2.15348;1.3528;1.73407619047619;3.83955396825397;1.88658666666667;2.70989702380952;2.08069090909091;3.61714285714286
Coexistence scenario;LF2;Quantity of active ingredients applied /ha;2.73361226273726;2.27837791594371;2.69575052031302;2.48735791401581;2.55312953712954;2.44351800173511;2.73361226273726;2.27837791594371;2.69575052031302;2.48735791401581;2.55312953712954;2.44351800173511;2.73361226273726
Coexistence scenario;Livestock farm;Quantity of active ingredients applied /ha;3.10124052290302;2.11213710612;2.96206317224442;2.16270926003821;2.85870191142191;2.29849900086755;2.04320613136863;2.00622705320995;3.26765224428349;2.18697229034124;2.63151328046953;2.26210445541301;3.17537755994006
Coexistence scenario;Territory;Quantity of active ingredients applied /ha;4.3400759103878;4.20544499211437;3.9185060549413;4.08464774982597;4.75490585801138;4.01180812403949;4.1034835169979;4.03568024609965;4.65029759371279;3.68512034753971;4.35054604774663;4.13297519122935;4.34313455284499
Coexistence scenario;AF1;Workload h/ha;6.81054596360243;2.48250116658889;5.85627624825012;2.67848810079328;5.99160055996267;1.93887074195054;5.97993467102193;1.76154923005133;6.13859076061596;1.99020065328978;5.83527764815679;2.62249183387774;6.20158656089594
Coexistence scenario;AF2;Workload h/ha;5.73593073593074;4.05638665132336;4.10988669874282;5.29160739687055;5.03962609225767;5.72077922077922;3.53096383672202;5.31119043923638;5.32621314139772;4.36908272543846;4.52819332566168;7.40715268225585;3.45801645196337
Coexistence scenario;AF3;Workload h/ha;3.2527443805541;2.64375326711971;2.66596968112912;3.00444328280188;1.95765812859383;2.81756403554626;3.14688970203868;2.69864087820178;2.7835859905907;3.81860951385259;1.93544171458442;3.48013591217982;3.16779926816519
Coexistence scenario;AF4;Workload h/ha;6.20193915078569;3.84579941637229;5.6089694363385;4.13607740746429;6.03477097960548;4.07157118722163;5.90539087697742;4.20979880202734;6.33233032430625;4.07464291199509;5.53326646606486;4.2128705268008;5.71801566579634
Coexistence scenario;AF5;Workload h/ha;2.14032157026519;2.88574511449467;2.25825356514944;2.00722797421371;3.67969085444397;2.58571086070487;2.64715889758421;2.57672264041691;2.51618316950372;2.29636400568759;2.17229927720258;2.6432510189403;2.38718499706974
Coexistence scenario;Arable farm;Workload h/ha;4.82829636022763;3.18283712317978;4.099871125922;3.42356883242874;4.54066932297272;3.4268992092405;4.24206759686886;3.31158039798675;4.61938067728287;3.3097799620527;4.00089568633407;4.0731803948109;4.18652058877812
Coexistence scenario;LF1;Workload h/ha;4.89853583354739;8.16352201257862;4.35534591194969;5.65259677105622;3.60476805974436;5.74836295603368;5.79689018464529;5.06858262573481;3.92224231464738;5.93101988997038;3.82003632807042;6.13515241952675;4.01505016722408
Coexistence scenario;LF2;Workload h/ha;3.86589526776443;3.86668850311169;3.83325916036196;3.73403209957419;3.98160510310043;3.69963969865706;3.86589526776443;3.86668850311169;3.83325916036196;3.73403209957419;3.98160510310043;3.69963969865706;3.86589526776443
Coexistence scenario;Livestock farm;Workload h/ha;4.38221555065591;6.01510525784516;4.09430253615582;4.6933144353152;3.7931865814224;4.72400132734537;4.83139272620486;4.46763556442325;3.87775073750467;4.83252599477228;3.90082071558543;4.91739605909191;3.94047271749425
Coexistence scenario;Territory;Workload h/ha;4.70084470034999;3.99205659022703;4.09828010027452;3.7863532903963;4.32710282538692;3.79749981441332;4.41044620525057;3.64188187411146;4.40748640877481;3.74485025711544;3.97230283754874;4.31438487031976;4.11622119698273
Complementarity scenario;AF1;Economic efficiency;0.642282444807561;0.702635519182143;0.762020983626678;0.781160439836749;0.675453938439642;0.734524391154807;0.734504859384736;0.745806288665929;0.73473628659;0.764644356110844;0.714298734371262;0.790378820430926;0.716859564828508
Complementarity scenario;AF2;Economic efficiency;0.736968012889611;0.74475622594735;0.810096589928836;0.780024563324957;0.721050151621379;0.778094216747088;0.784198875650643;0.646050817534803;0.701924877311814;0.806776730664884;0.797796933002922;0.807794842729279;0.775464395946426
Complementarity scenario;AF3;Economic efficiency;0.831287046471091;0.756760800196935;0.901499112682702;0.934439915951088;0.815283136227542;0.836717511313881;0.87708321724301;0.916592573634065;0.865102815368794;0.857508719698941;0.847646547775898;0.920406298655538;0.878390660133716
Complementarity scenario;AF4;Economic efficiency;0.729294668202345;0.700619694388679;0.822800008825605;0.821355208142205;0.711792219218541;0.748812143162098;0.814407480630232;0.781448424603465;0.737379892661823;0.773371526381817;0.836104023277903;0.78651133668117;0.7806798938135
Complementarity scenario;AF5;Economic efficiency;0.781107382365882;0.81516445476223;0.90045360050376;0.835421778999548;0.833046868263493;0.715444658139853;0.893634892188162;0.818727163831134;0.791229699772279;0.922957387915657;0.879148084012;0.788705419431879;0.911839289626842
Complementarity scenario;Arable farm;Economic efficiency;0.744187910947298;0.743987338895467;0.839374059113516;0.83048038125091;0.751325262754119;0.762718584103546;0.820765865019357;0.781725053653879;0.766074714340942;0.825051744154429;0.814998864487997;0.818759343585758;0.812646760869798
Complementarity scenario;LF1;Economic efficiency;0.755984467179222;0.729206093219458;0.702850534377572;0.735021418754485;0.729484361661294;0.703517354500126;0.701427128863854;0.657180930107902;0.684849334385545;0.743315445390445;0.737338021010717;0.698795009437161;0.734120344039873
Complementarity scenario;LF2;Economic efficiency;0.692541751840232;0.693073929775052;0.686156427430422;0.700393128498621;0.661761320708399;0.669016092401155;0.663450483490377;0.65489063628731;0.639315157194984;0.70390817142358;0.660080095485594;0.63951122510573;0.679162027154207
Complementarity scenario;Livestock farm;Economic efficiency;0.724263109509727;0.711140011497255;0.694503480903997;0.717707273626553;0.695622841184846;0.68626672345064;0.682438806177116;0.656035783197606;0.662082245790264;0.723611808407013;0.698709058248155;0.669153117271446;0.70664118559704
Complementarity scenario;Territory;Economic efficiency;0.738495110536563;0.734602388210264;0.797982465339368;0.798259493358236;0.735410285162899;0.740875195345573;0.781243848207288;0.745813833523515;0.73636258046932;0.796068905369453;0.781773205562328;0.776014707495955;0.78235945364901
Complementarity scenario;AF1;Energy yield (MjKgDM/ha);180.44667110064;126.205199733333;161.835342497333;135.222696;179.220996298573;125.357102933333;163.410534503533;133.486336;177.480452298573;129.697026666667;162.49116463728;131.745792;180.385004435627
Complementarity scenario;AF2;Energy yield (MjKgDM/ha);124.722828457143;138.4069292;148.4474832;125.053962171429;134.868849142857;117.356418285714;129.32886256;75.77993856;137.836580266667;164.34454936;136.1615856;144.7534296;125.81572512
Complementarity scenario;AF3;Energy yield (MjKgDM/ha);109.2776597;128.3445138;127.8208862;106.9301742;136.4670699;119.2055072;107.2730007;131.7299974;127.70543395;107.4931314;133.5462718;118.0109752;113.3381271
Complementarity scenario;AF4;Energy yield (MjKgDM/ha);116.060883653051;130.4962828676;234.11374488004;150.64961504422;127.435967978606;128.88049008375;246.86003158211;137.8219014;136.060796877326;178.96126049089;144.802454305029;131.39165325058;190.78652884814
Complementarity scenario;AF5;Energy yield (MjKgDM/ha);104.589220047059;119.358543152941;99.5723954947369;124.037014231579;115.700179893333;122.82977168;100.37314015;121.150525741176;127.793824685714;100.511747536842;119.496361263158;136.77981344;95.7764064421053
Complementarity scenario;Arable farm;Energy yield (MjKgDM/ha);127.019452591579;128.562293750775;154.357970454422;128.378692329445;138.738612642674;122.72585803656;149.449113899129;119.993739820235;141.375417615656;136.20154309088;139.299567521093;132.536332698116;141.220358389174
Complementarity scenario;LF1;Energy yield (MjKgDM/ha);153.251400148693;249.329221050382;179.392180438634;277.726320790982;175.385660551072;221.19107521984;306.872299464812;232.115042757394;144.440376604387;269.701500866368;210.3186458506;200.425353312436;146.20532931424
Complementarity scenario;LF2;Energy yield (MjKgDM/ha);136.066065762444;155.686354430989;205.7466335104;181.128582437524;146.039714308495;136.035644059798;193.653972105636;182.233782020884;141.489239513382;207.145423845255;153.4921276068;112.680868291899;188.858766546698
Complementarity scenario;Livestock farm;Energy yield (MjKgDM/ha);144.658732955568;202.507787740686;192.569406974517;229.427451614253;160.712687429783;178.613359639819;250.263135785224;207.174412389139;142.964808058884;238.423462355811;181.9053867287;156.553110802168;167.532047930469
Complementarity scenario;Territory;Energy yield (MjKgDM/ha);132.05924698129;149.689577747892;165.275523745878;157.249766410819;145.016919724705;138.693715637491;178.253120152299;144.902503411351;141.829529170864;165.407805738003;151.472658723267;139.398269299274;148.737983972401
Complementarity scenario;AF1;Gross margin(€/ha);756.841228512758;676.671424464267;1360.29192567998;1272.56178938463;914.98113157899;842.559055654845;1490.99678564617;1149.91061882175;1519.24384430293;1171.16886607559;1201.36404206556;1220.90373308446;1299.53374859874
Complementarity scenario;AF2;Gross margin(€/ha);740.502076672885;847.305627755245;1196.16735104435;1219.11716455516;703.550947989501;1103.76401531768;1375.90754882965;672.428852456154;905.937795530532;1456.84897009157;1216.24883007288;1388.74882002384;1121.08005199441
