Scenario;Level;Indicator;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
Complementarity scenario;AF3;Gross margin(€/ha);995.440516579169;758.561837711108;2025.36204101182;3096.05981865521;1128.68078597388;1063.65324669243;2052.68921941875;3506.16589935834;1848.04450724647;1395.86151319916;1616.42777051751;2362.58938839519;1828.33283290643
Complementarity scenario;AF4;Gross margin(€/ha);561.263864619876;636.03977113076;1233.4051655141;1464.47700304281;622.086657694701;853.813360404467;1464.34456020074;1278.9780752611;946.418571130057;1238.13512747658;1163.84603811434;1133.04395177392;1040.43037997235
Complementarity scenario;AF5;Gross margin(€/ha);763.879383802393;1093.03120318887;1801.06295290423;1575.05389018033;1067.77537009383;785.725245825584;2487.38611323926;1529.51191408072;1302.03849957397;2746.90286930064;1818.73265090838;1196.79652001918;2160.80375987498
Complementarity scenario;Arable farm;Gross margin(€/ha);763.585414037416;802.321972850049;1523.2578872309;1725.45393316363;887.414978666179;929.902984779001;1774.26484546691;1627.39907199561;1304.33664355679;1601.78346922871;1403.32386633573;1460.41648265932;1490.03615466938
Complementarity scenario;LF1;Gross margin(€/ha);3305.60973033878;3736.53374089147;2699.47996841846;3882.37252122231;2195.6927625448;3289.58805531419;3245.16776732118;2767.85078674869;3025.24177240815;4218.64826110313;2722.9698607866;3086.57113926996;2945.92736769043
Complementarity scenario;LF2;Gross margin(€/ha);3067.60329343768;3417.7629355086;3615.66420464227;4685.43949927798;3068.38828203423;3712.23429409301;3992.0840797209;4244.13446861595;3729.53031678534;4973.6415098264;3571.58095979825;3552.84451506715;3996.72077975078
Complementarity scenario;Livestock farm;Gross margin(€/ha);3186.60651188823;3577.14833820004;3157.57208653036;4283.90601025015;2632.04052228952;3500.9111747036;3618.62592352104;3505.99262768232;3377.38604459675;4596.14488546477;3147.27541029243;3319.70782716855;3471.32407372061
Complementarity scenario;Territory;Gross margin(€/ha);1455.87715628051;1595.12950580719;1990.20480131646;2456.44024090263;1385.87941970142;1664.47675332889;2301.22515348238;2164.1400879061;1896.63647242535;2457.31530243901;1901.59573603765;1991.64258109053;2056.11841725545
Complementarity scenario;AF1;Nitrogen use (kg N/ha);104.231082422619;102.757524678571;71.2202273392857;119.172081761905;94.149858672619;94.7112266785714;89.3477490892857;109.090858011905;86.103560672619;112.838748428571;79.2665253392857;101.044560011905;104.231082422619
Complementarity scenario;AF2;Nitrogen use (kg N/ha);164.159388928571;169.0163654275;175.248955842;202.102326785714;172.764335131429;158.451366202857;170.46660825;186.978398342;174.251009736667;164.8821655;165.8199273025;174.69702796;177.384515
Complementarity scenario;AF3;Nitrogen use (kg N/ha);74.7696924924158;120.935464028914;108.825999827538;57.0147700416077;137.555424795741;95.8114631486742;71.1642684044529;119.800502344933;112.431423915501;58.1497317255892;133.950000707778;94.6765014646928;74.7696924924158
Complementarity scenario;AF4;Nitrogen use (kg N/ha);134.069416086735;146.523388316729;140.508473348214;123.799202764803;151.97657724812;131.134702831767;151.016657334821;125.167522370301;149.205234061225;144.717523428806;131.421896105263;129.782743831767;157.657596834821
Complementarity scenario;AF5;Nitrogen use (kg N/ha);105.418734070588;145.606238729412;86.4518390496241;134.43804752782;114.012433173333;163.27715168381;112.6799866;137.075925331092;145.005290718367;71.4521321894737;126.385281332331;165.251260411429;85.9576884421053
Complementarity scenario;Arable farm;Nitrogen use (kg N/ha);116.529662800186;136.967796236225;116.451099081332;127.30528577637;134.091725804248;128.677182109136;118.935053935712;135.622641280046;133.399303820876;110.408060254488;127.368726157431;133.090418735959;120.000115038392
Complementarity scenario;LF1;Nitrogen use (kg N/ha);117.602479659471;107.414465252593;116.861793623736;106.282714737576;115.564876778095;109.593084994;101.18983742;105.19138388381;121.492872054841;106.792002469333;112.172625257619;108.829153396364;119.158636617619
Complementarity scenario;LF2;Nitrogen use (kg N/ha);101.485782483392;84.5570692874494;101.250714278846;91.5424404048583;95.4529619729021;91.2702561680162;101.485782483392;84.5570692874494;101.250714278846;91.5424404048583;95.4529619729021;91.2702561680162;101.485782483392
Complementarity scenario;Livestock farm;Nitrogen use (kg N/ha);109.544131071431;95.985767270021;109.056253951291;98.912577571217;105.508919375499;100.431670581008;101.337809951696;94.8742265856295;111.371793166844;99.1672214370958;103.812793615261;100.04970478219;110.322209550505
Complementarity scenario;Territory;Nitrogen use (kg N/ha);114.53379659197;125.258645103024;114.338286187035;119.19308343204;125.925209681748;120.607035958242;113.907269940279;123.980237081641;127.105729348295;107.196392020947;120.638459716811;123.650214749168;117.23499918471
Complementarity scenario;AF1;Protein yield (kg N/ha);1097.0825;1183.27333333333;1174.27833333333;1232.61666666667;1026.91916666667;1273.92666666667;1150.66166666667;1159.53333333333;1110.11916666667;1271.41666666667;1086.07666666667;1242.73333333333;1096.8025
Complementarity scenario;AF2;Protein yield (kg N/ha);939.015714285714;1081.18;919.968;883.825714285714;1188.73571428571;845.602857142857;948.867;472.048;1214.89333333333;1028.345;1122.235;1135.635;943.506
Complementarity scenario;AF3;Protein yield (kg N/ha);1144.963125;1131.64875;1150.1925;1203.14375;1198.421875;1115.97625;1085.53375;1225.48;1188.750625;1146.94625;1127.8725;1160.15625;1194.056875
Complementarity scenario;AF4;Protein yield (kg N/ha);650.151428571429;1085.934375;1228.0275;1133.575;715.42;1079.004375;1212.848125;1176.03375;679.375714285714;1257.1275;757.564285714286;1151.445;940.118125
Complementarity scenario;AF5;Protein yield (kg N/ha);992.126470588235;995.864117647059;872.303157894737;1089.67894736842;1055.36666666667;953.110666666667;916.024375;1087.94529411765;1067.50642857143;928.058947368421;1061.94052631579;1006.174;999.454210526316
Complementarity scenario;Arable farm;Protein yield (kg N/ha);964.667847689076;1095.58011519608;1068.95389824561;1108.56801566416;1036.97268452381;1053.52416309524;1062.78698333333;1024.2080754902;1052.12905357143;1126.37887280702;1031.13779573935;1139.22871666667;1034.78754210526
Complementarity scenario;LF1;Protein yield (kg N/ha);982.304444444444;1245.71777777778;1115.05384615385;1368.36545454545;1061.176;1162.151;1393.36615384615;1137.36142857143;1064.09;1342.109;1161.655;1071.54909090909;972.056666666667
Complementarity scenario;LF2;Protein yield (kg N/ha);854.438181818182;871.382631578947;1160.895;1030.56105263158;862.775;809.950526315789;1111.70090909091;992.568421052632;868.075454545455;1148.69157894737;897.002272727273;706.772631578947;1094.54681818182
Complementarity scenario;Livestock farm;Protein yield (kg N/ha);918.371313131313;1058.55020467836;1137.97442307692;1199.46325358852;961.9755;986.050763157895;1252.53353146853;1064.96492481203;966.082727272727;1245.40028947368;1029.32863636364;889.160861244019;1033.30174242424
Complementarity scenario;Territory;Protein yield (kg N/ha);951.440266386858;1085.00014076245;1088.67404819742;1134.53808364255;1015.54491751701;1034.24604882743;1117.00028280053;1035.85288958215;1027.54438891466;1160.38499185464;1030.62089306057;1067.78075797448;1034.36302791069
Complementarity scenario;AF1;Quantity of active ingredients applied /ha;1.85679920634921;3.56768452380952;2.68886131036812;3.48085396825397;1.84224087301587;3.78939285714286;2.48171131036812;3.46629563492063;2.06394920634921;3.58224285714286;2.46715297703479;3.68800396825397;1.85679920634921
Complementarity scenario;AF2;Quantity of active ingredients applied /ha;4.47023214285714;4.993659375;3.76298916666667;4.18448214285714;6.08164285714286;3.872725;4.9564625;2.89138083333333;6.0694375;3.955715;5.253403125;4.3333;4.95951333333333
Complementarity scenario;AF3;Quantity of active ingredients applied /ha;6.10046157407407;4.96393888888889;4.93292916666667;6.33351851851852;4.47523148148148;5.5364375;5.98566064814815;4.70828842592593;5.04773009259259;6.58916898148148;4.36043055555556;5.28078703703704;6.10046157407407
Complementarity scenario;AF4;Quantity of active ingredients applied /ha;2.30323724489796;3.20843493954301;2.41030357142857;2.68754951177414;2.32709022556391;3.14606179511278;2.36623839349038;3.07271663533835;1.97140688026604;3.09345077537594;2.01023308270677;3.3382042064603;2.20397098214286
Complementarity scenario;AF5;Quantity of active ingredients applied /ha;7.49965260742595;11.245343838131;6.01021631738922;8.27518421159281;11.1969148274232;9.21511771428571;6.98559973404255;11.9290897216759;9.10347734838616;4.82343669279582;10.5094134346505;8.94097847619048;6.56237955207167
Complementarity scenario;Arable farm;Quantity of active ingredients applied /ha;4.44607655512087;5.59581231307448;3.96105990650385;4.99231767059932;5.18462405292546;5.11194697330827;4.55513451720984;5.21355425023883;4.8512002055188;4.40880286135922;4.92012663498951;5.11625473758836;4.33662492959423
Complementarity scenario;LF1;Quantity of active ingredients applied /ha;3.46886878306878;1.9458962962963;3.22837582417582;1.83806060606061;3.16427428571429;2.15348;1.3528;1.73407619047619;3.83955396825397;1.88658666666667;2.70989702380952;2.08069090909091;3.61714285714286
Complementarity scenario;LF2;Quantity of active ingredients applied /ha;2.73361226273726;2.27837791594371;2.69575052031302;2.48735791401581;2.55312953712954;2.44351800173511;2.73361226273726;2.27837791594371;2.69575052031302;2.48735791401581;2.55312953712954;2.44351800173511;2.73361226273726
Complementarity scenario;Livestock farm;Quantity of active ingredients applied /ha;3.10124052290302;2.11213710612;2.96206317224442;2.16270926003821;2.85870191142191;2.29849900086755;2.04320613136863;2.00622705320995;3.26765224428349;2.18697229034124;2.63151328046953;2.26210445541301;3.17537755994006
Complementarity scenario;Territory;Quantity of active ingredients applied /ha;4.06183768877291;4.60047653965892;3.67563226814401;4.18385812472471;4.52007486963873;4.30810469546807;3.83744069268378;4.29717505108772;4.39875793088014;3.77399412678265;4.26623710512666;4.3007832283954;4.00483996683589
Complementarity scenario;AF1;Workload h/ha;6.81054596360243;2.45916938870742;5.86327578161456;2.6598226784881;5.98460102659823;1.93653756416239;5.97526831544564;1.75921605226318;6.15492300513299;1.99020065328978;5.82361175921605;2.62249183387774;6.20158656089594
Complementarity scenario;AF2;Workload h/ha;5.73593073593074;4.05638665132336;4.10988669874282;5.29160739687055;5.03962609225767;5.72077922077922;3.53096383672202;5.31119043923638;5.32621314139772;4.36908272543846;4.52819332566168;7.40715268225585;3.45801645196337
Complementarity scenario;AF3;Workload h/ha;3.2527443805541;2.64375326711971;2.66596968112912;3.00444328280188;1.95765812859383;2.81756403554626;3.14688970203868;2.69864087820178;2.7835859905907;3.81860951385259;1.93544171458442;3.48013591217982;3.16779926816519
Complementarity scenario;AF4;Workload h/ha;6.09662320294216;3.86730148978652;5.6089694363385;4.13607740746429;6.03477097960548;3.93334357241591;5.85624328060206;4.05467670096759;6.74356402540956;4.03624635232683;5.41290538281511;4.01013669175242;5.82399017048072
Complementarity scenario;AF5;Workload h/ha;2.39812959251837;2.87759074773846;2.18304356319594;2.01601875366282;3.52486786827483;2.65403979860945;2.62408759124088;2.51650260567458;2.84146656338755;2.21722992772026;2.13322914631764;2.59769839367058;2.34127759327994
Complementarity scenario;Arable farm;Workload h/ha;4.85879477510956;3.18084030893509;4.08622903220419;3.42159390385753;4.50830481906601;3.41245283830265;4.22669054520986;3.2680453352687;4.76995054518371;3.28627383452558;3.96667626571898;4.02352310274728;4.19853400895703
Complementarity scenario;LF1;Workload h/ha;4.89853583354739;8.16352201257862;4.35534591194969;5.65259677105622;3.60476805974436;5.74836295603368;5.79689018464529;5.06858262573481;3.92224231464738;5.93101988997038;3.82003632807042;6.13515241952675;4.01505016722408
Complementarity scenario;LF2;Workload h/ha;3.86589526776443;3.86668850311169;3.83325916036196;3.73403209957419;3.98160510310043;3.69963969865706;3.86589526776443;3.86668850311169;3.83325916036196;3.73403209957419;3.98160510310043;3.69963969865706;3.86589526776443
Complementarity scenario;Livestock farm;Workload h/ha;4.38221555065591;6.01510525784516;4.09430253615582;4.6933144353152;3.7931865814224;4.72400132734537;4.83139272620486;4.46763556442325;3.87775073750467;4.83252599477228;3.90082071558543;4.91739605909191;3.94047271749425
Complementarity scenario;Territory;Workload h/ha;4.72262928240852;3.99063029433797;4.08853574761894;3.78494262713115;4.30398532259641;3.78718097802914;4.39946259692271;3.61078540074143;4.51503631441827;3.72806016602464;3.94786039425225;4.2789153759886;4.12480221139624
Synergetic scenario;AF1;Economic efficiency;0.642282444807561;0.711848962439035;0.760939152182198;0.785092177962852;0.67521988578733;0.734915920592712;0.735900765541786;0.75194270015082;0.72971842908935;0.771885516114322;0.714298734371262;0.790378820430926;0.716859564828508
Synergetic scenario;AF2;Economic efficiency;0.781061552180097;0.66816418719348;0.846478286088769;0.847863267853042;0.840284678527252;0.732516260221403;0.812855839237411;0.71790661481851;0.771259004140896;0.827284040875259;0.807567475178924;0.844366976816928;0.796346712559549
Synergetic scenario;AF3;Economic efficiency;0.866293296833243;0.846835044671049;0.903410751505684;0.841234832270113;0.892757189628961;0.856473768276272;0.878826639033671;0.824618472209631;0.898952705769233;0.891673072080677;0.881137936298161;0.827934687697722;0.908573292301628
Synergetic scenario;AF4;Economic efficiency;0.684324153031779;0.79554354287074;0.864419228633813;0.838103451400477;0.846200750813473;0.769878366075722;0.779889592920147;0.897895893340442;0.828980257648927;0.806487213933411;0.88539918249346;0.824229065953623;0.80630897440496
Synergetic scenario;AF5;Economic efficiency;0.806696153351854;0.840875887108451;0.915964632498019;0.877576210278393;0.864417947636909;0.748380589178423;0.913594780617662;0.83201411857946;0.81499439868754;0.901513861481014;0.886237707844199;0.841457816934531;0.900018565216556
Synergetic scenario;Arable farm;Economic efficiency;0.756131520040907;0.772653524856551;0.858242410181697;0.837973987952975;0.823776090478785;0.768432980868906;0.824213523470135;0.804875559819773;0.808780959067189;0.839768740896937;0.834928207237201;0.825673473566746;0.82562142186224
Synergetic scenario;LF1;Economic efficiency;0.758225921512225;0.729495838427132;0.704618970592969;0.734269355547104;0.729125706508248;0.70344901705306;0.698617014414744;0.657062842293727;0.689196936231902;0.742842992007506;0.738413280984286;0.698558098119222;0.734702550657971
Synergetic scenario;LF2;Economic efficiency;0.693866703847535;0.692471841242771;0.682442423165514;0.70446620224091;0.661880617670147;0.668048653570611;0.655685941876575;0.660329320675163;0.63690801350351;0.711954238740001;0.663921742649376;0.630441536341407;0.673905966976529
Synergetic scenario;Livestock farm;Economic efficiency;0.72604631267988;0.710983839834951;0.693530696879241;0.719367778894007;0.695503162089197;0.685748835311836;0.67715147814566;0.658696081484445;0.663052474867706;0.727398615373753;0.701167511816831;0.664499817230314;0.70430425881725
Synergetic scenario;Territory;Economic efficiency;0.747535746509185;0.75503361485038;0.811181920666709;0.804086499650413;0.787126682367474;0.744808939281172;0.782195796234571;0.763109994581108;0.767144249295908;0.807662990747456;0.796710865688524;0.779623857470623;0.790959375277957
Synergetic scenario;AF1;Energy yield (MjKgDM/ha);180.44667110064;121.825597733333;159.942779830667;136.247078666667;180.089176298573;119.008580266667;162.712294636867;135.378898666667;176.456069631907;124.372886666667;162.49116463728;131.745792;180.385004435627
Synergetic scenario;AF2;Energy yield (MjKgDM/ha);131.8219931;120.424655066667;128.44373736;112.749953828571;98.6920126857143;112.2406639;137.118048;83.9423368;102.730519066667;143.01836664;120.3749352;134.135971733333;119.1408644
Synergetic scenario;AF3;Energy yield (MjKgDM/ha);121.96101115;118.3111772;122.5736795;122.2565846;122.7001932;118.0123873;120.1939772;120.158727;122.644023;125.9399167;118.2453838;119.66763;126.7345106
Synergetic scenario;AF4;Energy yield (MjKgDM/ha);120.598898354343;105.38743394109;134.43653736826;168.45914126642;106.40128819064;113.23662266378;224.55148131502;121.99282067421;119.8356334992;228.83450799167;113.67986991262;123.40544325058;175.75838654058
Synergetic scenario;AF5;Energy yield (MjKgDM/ha);102.237323093333;104.2751647;103.550058231579;119.403652631579;104.407149784615;109.381695410526;90.5290098105263;117.4674736;118.253842453333;103.0125904;105.274693244444;122.376607288889;96.88954175
Synergetic scenario;Arable farm;Energy yield (MjKgDM/ha);131.413179359663;114.044805728218;129.789358458101;131.823282198647;122.457964031909;114.375989908195;147.020962192483;115.788051348175;127.984017530221;145.035653679667;124.013209358869;126.26628885456;139.781661545241
Synergetic scenario;LF1;Energy yield (MjKgDM/ha);155.470593748693;241.09176903524;175.481286662446;309.13499171184;163.72429282915;234.238473388576;306.884158438853;235.10157684096;153.019222286149;302.75249188296;190.03195704198;214.082856079213;147.900546647573
Synergetic scenario;LF2;Energy yield (MjKgDM/ha);134.951484312204;160.034283691924;191.917506946502;192.876518573221;143.478769260669;136.800366009928;180.346306902364;191.820139267166;139.617839901615;225.397570332884;149.871637132836;107.876173292438;177.031015782785
Synergetic scenario;Livestock farm;Energy yield (MjKgDM/ha);145.211039030448;200.563026363582;183.699396804474;251.005755142531;153.60153104491;185.519419699252;243.615232670609;213.460858054063;146.318531093882;264.075031107922;169.951797087408;160.979514685826;162.465781215179
Synergetic scenario;Territory;Energy yield (MjKgDM/ha);135.355424979888;138.764297338322;145.192226557065;165.875417325471;131.356126035623;134.702684134211;174.619325186233;143.694567549858;133.222449976981;179.046904373454;137.138520138452;136.184353377779;146.262838593795
Synergetic scenario;AF1;Gross margin(€/ha);756.841228512758;690.945061547882;1352.21369343547;1300.87514902065;914.648022619587;823.761298970249;1500.49208736105;1188.05235918572;1482.03604915594;1190.04756532898;1201.36404206556;1220.90373308446;1299.53374859874
Synergetic scenario;AF2;Gross margin(€/ha);883.088681285673;581.614668764554;1232.10157324624;1429.241737305;1003.40057260934;810.800715807654;1608.35014823676;844.999595406643;1013.15001906257;1436.15200097781;1177.31718450326;1562.41745529574;1159.9680883129
Synergetic scenario;AF3;Gross margin(€/ha);1305.04253506053;1240.14706895798;2075.99647559817;1390.57622607801;1689.46314393464;1506.58197052243;2056.67229743454;1377.54070840957;2599.65404983011;2289.22630354809;1689.09896759017;1197.9412963931;2481.61773596445
Synergetic scenario;AF4;Gross margin(€/ha);513.811162910547;762.652017899947;1323.90420379408;1468.4521751761;1004.15743989383;833.419670023439;1307.32628975976;1746.19291726002;1270.37882656302;1459.43107648595;1357.11242512671;1234.80753647673;1177.40961649516
Synergetic scenario;AF5;Gross margin(€/ha);833.30831098044;1064.24803179018;2054.31295910055;1966.7679636912;1161.73754774647;814.69407463229;2374.70257356001;1543.80762959432;1309.24699256904;2277.79449514749;1659.72605167628;1396.44141594805;1939.42143646625
Synergetic scenario;Arable farm;Gross margin(€/ha);858.41838374999;867.921369792108;1607.7057810349;1511.18265025419;1154.68134536077;957.851545991213;1769.50867927042;1340.11864197126;1534.89318743614;1730.53028829766;1416.92373419239;1322.50228743961;1611.5901251675
Synergetic scenario;LF1;Gross margin(€/ha);3619.49096791044;3882.29952227129;2552.19614875167;4243.96506633042;2127.8513938064;3112.66336531077;3414.48475259352;2753.28737391322;2836.40913144343;4823.09746619615;2699.70724586828;2863.28520776672;3091.54669057887
Synergetic scenario;LF2;Gross margin(€/ha);3100.44412179894;3391.93979792047;3568.11577231679;4756.75235024857;3081.80358714362;3680.0895958477;3872.79838110501;4329.073008462;3705.77517140632;5148.79393694727;3646.97036789794;3387.24281182443;3934.44478805815
Synergetic scenario;Livestock farm;Gross margin(€/ha);3359.96754485469;3637.11966009588;3060.15596053423;4500.3587082895;2604.82749047501;3396.37648057924;3643.64156684927;3541.18019118761;3271.09215142487;4985.94570157171;3173.33880688311;3125.26400979558;3512.99573931851
Synergetic scenario;Territory;Gross margin(€/ha);1573.14671549419;1659.12088130747;2022.69154660614;2365.23295254999;1569.00881539341;1654.5729558735;2304.97521857866;1968.99337031879;2030.95003429006;2660.64897780453;1918.75661210403;1837.5770652556;2154.84887206779
Synergetic scenario;AF1;Nitrogen use (kg N/ha);104.231082422619;95.9427090119048;72.451709672619;112.774987553571;99.315470547619;89.1278933452381;84.1821372142857;107.859375678571;92.5006548809524;100.858320886905;79.2665253392857;101.044560011905;104.231082422619
Synergetic scenario;AF2;Nitrogen use (kg N/ha);151.3135415625;169.158480153333;132.715869592;104.215332142857;89.73693656;148.29374449;173.27581175;143.235577092;126.455038903333;135.6954185;139.9614273025;141.354920986667;158.47116125
Synergetic scenario;AF3;Nitrogen use (kg N/ha);109.437824007538;98.7818973726557;95.1764732846928;95.8114631486742;103.792365758106;97.5350833286742;102.068745578106;90.1660048992424;102.545551714125;104.427355622088;96.4232873286742;88.919190855261;109.437824007538
Synergetic scenario;AF4;Nitrogen use (kg N/ha);137.588070652524;92.0041681769267;104.398018555451;121.002337026316;86.3759696233553;108.702278305451;156.432159829887;58.7183822304981;108.450108301826;146.75991843703;72.6948833733553;109.686999055451;151.143179329887
Synergetic scenario;AF5;Nitrogen use (kg N/ha);87.1439978019048;100.93437365;83.7797131639098;121.246932733835;78.3248511076923;136.626957780451;65.0887441473684;124.862631378151;111.051140697143;82.2822032631579;84.2018454222222;135.935153514286;80.7367734142857
Synergetic scenario;Arable farm;Nitrogen use (kg N/ha);117.942903289417;111.364325672964;97.7043568537346;111.010210521051;91.5091187193545;116.057191449963;116.209519703929;104.968394255693;108.200498899476;114.004643341836;94.5095937532075;115.388164884714;120.804004084866
Synergetic scenario;LF1;Nitrogen use (kg N/ha);117.602479659471;108.192543731667;117.743141412517;101.18983742;118.167789974048;106.792002469333;101.18983742;105.19138388381;120.593211767483;101.18983742;115.673978413452;105.858308294444;119.158636617619
Synergetic scenario;LF2;Nitrogen use (kg N/ha);106.859940118007;78.3343604473684;106.624871913462;85.3197315647773;100.827119607517;85.0475473279352;106.859940118007;78.3343604473684;106.624871913462;85.3197315647773;100.827119607517;85.0475473279352;106.859940118007
Synergetic scenario;Livestock farm;Nitrogen use (kg N/ha);112.231209888739;93.2634520895175;112.184006662989;93.2547844923887;109.497454790783;95.9197748986343;104.024888769003;91.762872165589;113.609041840472;93.2547844923887;108.250549010485;95.4529278111898;113.009288367813
Synergetic scenario;Territory;Nitrogen use (kg N/ha);116.310990889223;106.192647506265;101.841399656379;105.937231655719;96.6486433111911;110.303643863869;112.728196579665;101.195387944234;109.745796882618;108.076112241994;98.4355809695725;109.692382863707;118.576942451422
Synergetic scenario;AF1;Protein yield (kg N/ha);1097.0825;1222.07333333333;1152.07833333333;1218.275;1063.46083333333;1290.06;1115.74166666667;1181.73333333333;1124.46083333333;1273.20833333333;1086.07666666667;1242.73333333333;1096.8025
Synergetic scenario;AF2;Protein yield (kg N/ha);1129.6475;959.268333333333;930.716;1204.57714285714;991.6;1027.1975;881.924;737.204;1061.45333333333;1093.019;1018.37;1139.49;889.575
Synergetic scenario;AF3;Protein yield (kg N/ha);1126.4575;1163.878125;1170.513125;1145.96625;1182.715;1138.809375;1120.42125;1171.64375;1162.48;1198.514375;1141.41625;1146.125;1179.556875
Synergetic scenario;AF4;Protein yield (kg N/ha);778.521428571429;981.9875;1178.751875;1011.83875;996.1925;1050.64125;1200.565;1106.13125;1075.77142857143;1298.35125;980.84375;1154.1325;962.474375
Synergetic scenario;AF5;Protein yield (kg N/ha);1000.612;1010.8175;1081.25;1095.93210526316;1053.20076923077;934.158947368421;1003.95368421053;1089.18470588235;1061.16733333333;1001.48842105263;1103.86444444444;1036.80444444444;1025.324375
Synergetic scenario;Arable farm;Protein yield (kg N/ha);1026.46418571429;1067.60495833333;1102.66186666667;1135.31784962406;1057.43382051282;1088.17341447368;1064.52112017544;1057.17940784314;1097.06658571429;1172.91627587719;1066.11422222222;1143.85705555556;1030.746625
Synergetic scenario;LF1;Protein yield (kg N/ha);1001.86444444444;1206.12;1118.11214285714;1403.64;1062.4075;1163.78;1393.42;1149.68;1087.05857142857;1374.66;1140.8675;1070.70833333333;986.998333333333
Synergetic scenario;LF2;Protein yield (kg N/ha);903.261818181818;828.815263157895;1151.98772727273;1021.51052631579;905.031363636364;751.695789473684;1104.01181818182;973.703157894737;913.462727272727;1169.17368421053;934.447727272727;622.564210526316;1094.58318181818
Synergetic scenario;Livestock farm;Protein yield (kg N/ha);952.563131313131;1017.46763157895;1135.04993506494;1212.57526315789;983.719431818182;957.737894736842;1248.71590909091;1061.69157894737;1000.26064935065;1271.91684210526;1037.65761363636;846.636271929825;1040.79075757576
Synergetic scenario;Territory;Protein yield (kg N/ha);1005.34959874253;1053.28000783208;1111.91560049474;1157.39139634801;1036.37256660007;1050.9061231203;1117.14820272272;1058.4685995872;1069.40774675325;1201.20215194236;1057.98376262626;1058.93683166249;1033.6163771645
Synergetic scenario;AF1;Quantity of active ingredients applied /ha;1.85679920634921;3.93670773893955;2.61261131036812;3.51477063492064;1.88457420634921;4.08216607227288;2.43937797703479;3.54254563492063;2.03003253968254;3.90893273893955;2.46715297703479;3.68800396825397;1.85679920634921
Synergetic scenario;AF2;Quantity of active ingredients applied /ha;5.58276294769504;5.052625;3.97055357446809;6.41322653495441;4.92754796352584;5.88279732269504;3.91057083333333;4.30651738297872;5.59787758274232;4.98491071631206;4.83136294769504;5.06067976359338;4.66869369148936
Synergetic scenario;AF3;Quantity of active ingredients applied /ha;4.83855416666667;5.50896296296296;5.39416203703704;5.5364375;5.10262083333333;5.4610625;5.17799583333333;5.80050416666667;5.05472037037037;5.2448962962963;5.4420625;5.7526037037037;4.83855416666667
Synergetic scenario;AF4;Quantity of active ingredients applied /ha;2.40894796512104;4.5656093089439;3.89568968705007;2.48094175345278;4.56256020180105;3.75849660014;2.43366094924812;4.56228341608676;3.90451541642861;2.71063416353383;4.14811711489098;3.92556468705007;2.40378594924812
Synergetic scenario;AF5;Quantity of active ingredients applied /ha;7.14884771766295;8.97047506205674;7.23152428944702;9.29256045326081;7.98243648663393;8.95068456247001;6.7429645912654;10.9942174813755;7.89215209726444;6.76071584173199;8.34741055949567;9.8327300810537;6.98711214665653
Synergetic scenario;Arable farm;Quantity of active ingredients applied /ha;4.36718240069898;5.60687601458063;4.62090817967407;5.44758737531773;4.89194793832867;5.62704141151558;4.14091403684299;5.84121361640566;4.89585960129765;4.72201795136275;5.04722121982329;5.65191644073096;4.15098903208198
Synergetic scenario;LF1;Quantity of active ingredients applied /ha;3.46886878306878;2.02003333333333;3.28504421768707;1.3528;3.38467380952381;1.88658666666667;1.3528;1.73407619047619;3.67494149659864;1.3528;3.04351369047619;1.79762222222222;3.61714285714286
Synergetic scenario;LF2;Quantity of active ingredients applied /ha;2.87574221611722;2.11380639097744;2.83788047369297;2.32278638904955;2.69525949050949;2.27894647676885;2.87574221611722;2.11380639097744;2.83788047369297;2.32278638904955;2.69525949050949;2.27894647676885;2.87574221611722
Synergetic scenario;Livestock farm;Quantity of active ingredients applied /ha;3.172305499593;2.06691986215539;3.06146234569002;1.83779319452477;3.03996665001665;2.08276657171776;2.11427110805861;1.92394129072682;3.25641098514581;1.83779319452477;2.86938659049284;2.03828434949553;3.24644253663004
Synergetic scenario;Territory;Quantity of active ingredients applied /ha;4.02578900038298;4.59545997103056;4.1753522271072;4.41621760937688;4.36281042738238;4.61439145728763;3.56187320004745;4.72199295192599;4.42744571096856;3.89795373512332;4.42498275430031;4.61945012894941;3.89254717623857
Synergetic scenario;AF1;Workload h/ha;6.77554829678021;2.48016798880075;5.83527764815679;2.66215585627625;6.01493233784414;1.9225384974335;5.94493700419972;1.75921605226318;6.12225851609893;1.97853476434904;5.82361175921605;2.62249183387774;6.16658889407373
Synergetic scenario;AF2;Workload h/ha;4.52435749904104;5.77084879980203;3.97330436132237;3.76752692542166;5.65332249542776;4.11967779056387;3.99037715349992;4.25733354027627;5.79669690625727;3.97175228930622;4.83505945531262;5.65566254011921;3.66909824615862
Synergetic scenario;AF3;Workload h/ha;3.15342394145322;2.94302143230528;2.87898588604286;2.50914793518035;3.03319393622582;2.23078933612128;3.05541035023523;3.07501306847883;2.90773653946681;2.9260324098275;3.05410350235233;2.93125980135912;3.03188708834292
Synergetic scenario;AF4;Workload h/ha;5.18555667001003;3.56012901244049;3.58777453540163;4.76424512363692;4.25741053601597;4.26201812317616;4.88711411457533;3.61542005836277;4.18923436977599;4.88097066502841;4.11457533405007;3.81968975579788;4.3557057287667
