Scenario;Level;Indicator;Year;Value
Coexistence scenario;AF3;Workload h/ha;2011;3.1468897020386803
Coexistence scenario;AF4;Workload h/ha;2011;5.90539087697742
Coexistence scenario;AF5;Workload h/ha;2011;2.64715889758421
Coexistence scenario;Arable farm;Workload h/ha;2011;4.24206759686886
Coexistence scenario;LF1;Workload h/ha;2011;5.7968901846452905
Coexistence scenario;LF2;Workload h/ha;2011;3.8658952677644303
Coexistence scenario;Livestock farm;Workload h/ha;2011;4.83139272620486
Coexistence scenario;Territory;Workload h/ha;2011;4.41044620525057
Complementarity scenario;AF1;Economic efficiency;2011;0.734504859384736
Complementarity scenario;AF2;Economic efficiency;2011;0.784198875650643
Complementarity scenario;AF3;Economic efficiency;2011;0.87708321724301
Complementarity scenario;AF4;Economic efficiency;2011;0.814407480630232
Complementarity scenario;AF5;Economic efficiency;2011;0.893634892188162
Complementarity scenario;Arable farm;Economic efficiency;2011;0.8207658650193571
Complementarity scenario;LF1;Economic efficiency;2011;0.7014271288638539
Complementarity scenario;LF2;Economic efficiency;2011;0.663450483490377
Complementarity scenario;Livestock farm;Economic efficiency;2011;0.682438806177116
Complementarity scenario;Territory;Economic efficiency;2011;0.781243848207288
Complementarity scenario;AF1;Energy yield (MjKgDM/ha);2011;163.410534503533
Complementarity scenario;AF2;Energy yield (MjKgDM/ha);2011;129.32886256
Complementarity scenario;AF3;Energy yield (MjKgDM/ha);2011;107.2730007
Complementarity scenario;AF4;Energy yield (MjKgDM/ha);2011;246.86003158211003
Complementarity scenario;AF5;Energy yield (MjKgDM/ha);2011;100.37314015
Complementarity scenario;Arable farm;Energy yield (MjKgDM/ha);2011;149.449113899129
Complementarity scenario;LF1;Energy yield (MjKgDM/ha);2011;306.872299464812
Complementarity scenario;LF2;Energy yield (MjKgDM/ha);2011;193.65397210563597
Complementarity scenario;Livestock farm;Energy yield (MjKgDM/ha);2011;250.263135785224
Complementarity scenario;Territory;Energy yield (MjKgDM/ha);2011;178.253120152299
Complementarity scenario;AF1;Gross margin(/ha);2011;1490.99678564617
Complementarity scenario;AF2;Gross margin(/ha);2011;1375.90754882965
Complementarity scenario;AF3;Gross margin(/ha);2011;2052.68921941875
Complementarity scenario;AF4;Gross margin(/ha);2011;1464.34456020074
Complementarity scenario;AF5;Gross margin(/ha);2011;2487.3861132392603
Complementarity scenario;Arable farm;Gross margin(/ha);2011;1774.2648454669102
Complementarity scenario;LF1;Gross margin(/ha);2011;3245.16776732118
Complementarity scenario;LF2;Gross margin(/ha);2011;3992.0840797209003
Complementarity scenario;Livestock farm;Gross margin(/ha);2011;3618.62592352104
Complementarity scenario;Territory;Gross margin(/ha);2011;2301.22515348238
Complementarity scenario;AF1;Nitrogen use (kg N/ha);2011;89.3477490892857
Complementarity scenario;AF2;Nitrogen use (kg N/ha);2011;170.46660825
Complementarity scenario;AF3;Nitrogen use (kg N/ha);2011;71.16426840445291
Complementarity scenario;AF4;Nitrogen use (kg N/ha);2011;151.016657334821
Complementarity scenario;AF5;Nitrogen use (kg N/ha);2011;112.67998659999999
Complementarity scenario;Arable farm;Nitrogen use (kg N/ha);2011;118.93505393571199
Complementarity scenario;LF1;Nitrogen use (kg N/ha);2011;101.18983742
Complementarity scenario;LF2;Nitrogen use (kg N/ha);2011;101.48578248339199
Complementarity scenario;Livestock farm;Nitrogen use (kg N/ha);2011;101.337809951696
Complementarity scenario;Territory;Nitrogen use (kg N/ha);2011;113.90726994027901
Complementarity scenario;AF1;Protein yield (kg N/ha);2011;1150.6616666666698
Complementarity scenario;AF2;Protein yield (kg N/ha);2011;948.867
Complementarity scenario;AF3;Protein yield (kg N/ha);2011;1085.53375
Complementarity scenario;AF4;Protein yield (kg N/ha);2011;1212.848125
Complementarity scenario;AF5;Protein yield (kg N/ha);2011;916.024375
Complementarity scenario;Arable farm;Protein yield (kg N/ha);2011;1062.78698333333
Complementarity scenario;LF1;Protein yield (kg N/ha);2011;1393.36615384615
Complementarity scenario;LF2;Protein yield (kg N/ha);2011;1111.70090909091
Complementarity scenario;Livestock farm;Protein yield (kg N/ha);2011;1252.53353146853
Complementarity scenario;Territory;Protein yield (kg N/ha);2011;1117.0002828005302
Complementarity scenario;AF1;Quantity of active ingredients applied /ha;2011;2.48171131036812
Complementarity scenario;AF2;Quantity of active ingredients applied /ha;2011;4.9564625
Complementarity scenario;AF3;Quantity of active ingredients applied /ha;2011;5.9856606481481505
Complementarity scenario;AF4;Quantity of active ingredients applied /ha;2011;2.36623839349038
Complementarity scenario;AF5;Quantity of active ingredients applied /ha;2011;6.98559973404255
Complementarity scenario;Arable farm;Quantity of active ingredients applied /ha;2011;4.55513451720984
Complementarity scenario;LF1;Quantity of active ingredients applied /ha;2011;1.3528
Complementarity scenario;LF2;Quantity of active ingredients applied /ha;2011;2.73361226273726
Complementarity scenario;Livestock farm;Quantity of active ingredients applied /ha;2011;2.04320613136863
Complementarity scenario;Territory;Quantity of active ingredients applied /ha;2011;3.8374406926837796
Complementarity scenario;AF1;Workload h/ha;2011;5.97526831544564
Complementarity scenario;AF2;Workload h/ha;2011;3.53096383672202
Complementarity scenario;AF3;Workload h/ha;2011;3.1468897020386803
Complementarity scenario;AF4;Workload h/ha;2011;5.856243280602059
Complementarity scenario;AF5;Workload h/ha;2011;2.62408759124088
Complementarity scenario;Arable farm;Workload h/ha;2011;4.22669054520986
Complementarity scenario;LF1;Workload h/ha;2011;5.7968901846452905
Complementarity scenario;LF2;Workload h/ha;2011;3.8658952677644303
Complementarity scenario;Livestock farm;Workload h/ha;2011;4.83139272620486
Complementarity scenario;Territory;Workload h/ha;2011;4.39946259692271
Synergetic scenario;AF1;Economic efficiency;2011;0.735900765541786
Synergetic scenario;AF2;Economic efficiency;2011;0.8128558392374109
Synergetic scenario;AF3;Economic efficiency;2011;0.8788266390336709
Synergetic scenario;AF4;Economic efficiency;2011;0.779889592920147
Synergetic scenario;AF5;Economic efficiency;2011;0.913594780617662
Synergetic scenario;Arable farm;Economic efficiency;2011;0.824213523470135
Synergetic scenario;LF1;Economic efficiency;2011;0.6986170144147441
Synergetic scenario;LF2;Economic efficiency;2011;0.655685941876575
Synergetic scenario;Livestock farm;Economic efficiency;2011;0.67715147814566
Synergetic scenario;Territory;Economic efficiency;2011;0.7821957962345709
Synergetic scenario;AF1;Energy yield (MjKgDM/ha);2011;162.712294636867
Synergetic scenario;AF2;Energy yield (MjKgDM/ha);2011;137.118048
Synergetic scenario;AF3;Energy yield (MjKgDM/ha);2011;120.1939772
Synergetic scenario;AF4;Energy yield (MjKgDM/ha);2011;224.55148131502003
Synergetic scenario;AF5;Energy yield (MjKgDM/ha);2011;90.52900981052629
Synergetic scenario;Arable farm;Energy yield (MjKgDM/ha);2011;147.020962192483
Synergetic scenario;LF1;Energy yield (MjKgDM/ha);2011;306.884158438853
Synergetic scenario;LF2;Energy yield (MjKgDM/ha);2011;180.346306902364
Synergetic scenario;Livestock farm;Energy yield (MjKgDM/ha);2011;243.615232670609
Synergetic scenario;Territory;Energy yield (MjKgDM/ha);2011;174.619325186233
Synergetic scenario;AF1;Gross margin(/ha);2011;1500.4920873610502
Synergetic scenario;AF2;Gross margin(/ha);2011;1608.3501482367599
Synergetic scenario;AF3;Gross margin(/ha);2011;2056.67229743454
Synergetic scenario;AF4;Gross margin(/ha);2011;1307.32628975976
Synergetic scenario;AF5;Gross margin(/ha);2011;2374.70257356001
Synergetic scenario;Arable farm;Gross margin(/ha);2011;1769.5086792704199
Synergetic scenario;LF1;Gross margin(/ha);2011;3414.4847525935197
Synergetic scenario;LF2;Gross margin(/ha);2011;3872.7983811050103
Synergetic scenario;Livestock farm;Gross margin(/ha);2011;3643.64156684927
Synergetic scenario;Territory;Gross margin(/ha);2011;2304.97521857866
Synergetic scenario;AF1;Nitrogen use (kg N/ha);2011;84.1821372142857
Synergetic scenario;AF2;Nitrogen use (kg N/ha);2011;173.27581175
Synergetic scenario;AF3;Nitrogen use (kg N/ha);2011;102.068745578106
Synergetic scenario;AF4;Nitrogen use (kg N/ha);2011;156.432159829887
Synergetic scenario;AF5;Nitrogen use (kg N/ha);2011;65.0887441473684
Synergetic scenario;Arable farm;Nitrogen use (kg N/ha);2011;116.209519703929
Synergetic scenario;LF1;Nitrogen use (kg N/ha);2011;101.18983742
Synergetic scenario;LF2;Nitrogen use (kg N/ha);2011;106.85994011800699
Synergetic scenario;Livestock farm;Nitrogen use (kg N/ha);2011;104.02488876900298
Synergetic scenario;Territory;Nitrogen use (kg N/ha);2011;112.728196579665
Synergetic scenario;AF1;Protein yield (kg N/ha);2011;1115.74166666667
Synergetic scenario;AF2;Protein yield (kg N/ha);2011;881.924
Synergetic scenario;AF3;Protein yield (kg N/ha);2011;1120.42125
Synergetic scenario;AF4;Protein yield (kg N/ha);2011;1200.565
Synergetic scenario;AF5;Protein yield (kg N/ha);2011;1003.9536842105301
Synergetic scenario;Arable farm;Protein yield (kg N/ha);2011;1064.52112017544
Synergetic scenario;LF1;Protein yield (kg N/ha);2011;1393.42
Synergetic scenario;LF2;Protein yield (kg N/ha);2011;1104.01181818182
Synergetic scenario;Livestock farm;Protein yield (kg N/ha);2011;1248.7159090909101
Synergetic scenario;Territory;Protein yield (kg N/ha);2011;1117.1482027227198
Synergetic scenario;AF1;Quantity of active ingredients applied /ha;2011;2.43937797703479
Synergetic scenario;AF2;Quantity of active ingredients applied /ha;2011;3.91057083333333
Synergetic scenario;AF3;Quantity of active ingredients applied /ha;2011;5.1779958333333305
Synergetic scenario;AF4;Quantity of active ingredients applied /ha;2011;2.4336609492481203
Synergetic scenario;AF5;Quantity of active ingredients applied /ha;2011;6.742964591265401
Synergetic scenario;Arable farm;Quantity of active ingredients applied /ha;2011;4.14091403684299
Synergetic scenario;LF1;Quantity of active ingredients applied /ha;2011;1.3528
Synergetic scenario;LF2;Quantity of active ingredients applied /ha;2011;2.87574221611722
Synergetic scenario;Livestock farm;Quantity of active ingredients applied /ha;2011;2.11427110805861
Synergetic scenario;Territory;Quantity of active ingredients applied /ha;2011;3.56187320004745
Synergetic scenario;AF1;Workload h/ha;2011;5.944937004199719
Synergetic scenario;AF2;Workload h/ha;2011;3.99037715349992
Synergetic scenario;AF3;Workload h/ha;2011;3.05541035023523
Synergetic scenario;AF4;Workload h/ha;2011;4.88711411457533
Synergetic scenario;AF5;Workload h/ha;2011;2.1605782379371004
Synergetic scenario;Arable farm;Workload h/ha;2011;4.00768337208946
Synergetic scenario;LF1;Workload h/ha;2011;6.10366398570152
Synergetic scenario;LF2;Workload h/ha;2011;3.6018394896899597
Synergetic scenario;Livestock farm;Workload h/ha;2011;4.8527517376957405
Synergetic scenario;Territory;Workload h/ha;2011;4.2491314765484
Baseline situation;AF1;Economic efficiency;2012;0.7458062886659291
Baseline situation;AF2;Economic efficiency;2012;0.646050817534803
Baseline situation;AF3;Economic efficiency;2012;0.916592573634065
Baseline situation;AF4;Economic efficiency;2012;0.785240222232277
Baseline situation;AF5;Economic efficiency;2012;0.810641970407864
Baseline situation;Arable farm;Economic efficiency;2012;0.7808663744949879
Baseline situation;LF1;Economic efficiency;2012;0.618141047589392
Baseline situation;LF2;Economic efficiency;2012;0.610326689299724
Baseline situation;Livestock farm;Economic efficiency;2012;0.614233868444558
Baseline situation;Territory;Economic efficiency;2012;0.7332570870520079
Baseline situation;AF1;Gross margin(/ha);2012;1149.91061882175
Baseline situation;AF2;Gross margin(/ha);2012;672.428852456154
Baseline situation;AF3;Gross margin(/ha);2012;3506.1658993583396
Baseline situation;AF4;Gross margin(/ha);2012;1294.59168326601
Baseline situation;AF5;Gross margin(/ha);2012;1570.95841759433
Baseline situation;Arable farm;Gross margin(/ha);2012;1638.81109429931
Baseline situation;LF1;Gross margin(/ha);2012;2603.4264028492803
Baseline situation;LF2;Gross margin(/ha);2012;3955.3299370077
Baseline situation;Livestock farm;Gross margin(/ha);2012;3279.37816992849
Baseline situation;Territory;Gross margin(/ha);2012;2107.5445444790803
Coexistence scenario;AF1;Economic efficiency;2012;0.7458062886659291
Coexistence scenario;AF2;Economic efficiency;2012;0.646050817534803
Coexistence scenario;AF3;Economic efficiency;2012;0.916592573634065
Coexistence scenario;AF4;Economic efficiency;2012;0.785240222232277
Coexistence scenario;AF5;Economic efficiency;2012;0.810641970407864
Coexistence scenario;Arable farm;Economic efficiency;2012;0.7808663744949879
Coexistence scenario;LF1;Economic efficiency;2012;0.657180930107902
Coexistence scenario;LF2;Economic efficiency;2012;0.65489063628731
Coexistence scenario;Livestock farm;Economic efficiency;2012;0.656035783197606
Coexistence scenario;Territory;Economic efficiency;2012;0.745200491267164
Coexistence scenario;AF1;Energy yield (MjKgDM/ha);2012;133.48633600000002
Coexistence scenario;AF2;Energy yield (MjKgDM/ha);2012;75.77993856
Coexistence scenario;AF3;Energy yield (MjKgDM/ha);2012;131.7299974
Coexistence scenario;AF4;Energy yield (MjKgDM/ha);2012;141.86036355931003
Coexistence scenario;AF5;Energy yield (MjKgDM/ha);2012;127.949476517647
Coexistence scenario;Arable farm;Energy yield (MjKgDM/ha);2012;122.161222407391
Coexistence scenario;LF1;Energy yield (MjKgDM/ha);2012;232.11504275739398
Coexistence scenario;LF2;Energy yield (MjKgDM/ha);2012;182.233782020884
Coexistence scenario;Livestock farm;Energy yield (MjKgDM/ha);2012;207.17441238913898
Coexistence scenario;Territory;Energy yield (MjKgDM/ha);2012;146.450705259319
Coexistence scenario;AF1;Gross margin(/ha);2012;1149.91061882175
Coexistence scenario;AF2;Gross margin(/ha);2012;672.428852456154
Coexistence scenario;AF3;Gross margin(/ha);2012;3506.1658993583396
Coexistence scenario;AF4;Gross margin(/ha);2012;1294.59168326601
Coexistence scenario;AF5;Gross margin(/ha);2012;1570.95841759433
Coexistence scenario;Arable farm;Gross margin(/ha);2012;1638.81109429931
Coexistence scenario;LF1;Gross margin(/ha);2012;2767.8507867486896
Coexistence scenario;LF2;Gross margin(/ha);2012;4244.13446861595
Coexistence scenario;Livestock farm;Gross margin(/ha);2012;3505.99262768232
Coexistence scenario;Territory;Gross margin(/ha);2012;2172.29153240874
Coexistence scenario;AF1;Nitrogen use (kg N/ha);2012;109.090858011905
Coexistence scenario;AF2;Nitrogen use (kg N/ha);2012;186.97839834200002
Coexistence scenario;AF3;Nitrogen use (kg N/ha);2012;119.800502344933
Coexistence scenario;AF4;Nitrogen use (kg N/ha);2012;124.18280162030099
Coexistence scenario;AF5;Nitrogen use (kg N/ha);2012;150.701202278992
Coexistence scenario;Arable farm;Nitrogen use (kg N/ha);2012;138.150752519626
Coexistence scenario;LF1;Nitrogen use (kg N/ha);2012;105.19138388381
Coexistence scenario;LF2;Nitrogen use (kg N/ha);2012;84.55706928744941
Coexistence scenario;Livestock farm;Nitrogen use (kg N/ha);2012;94.8742265856295
Coexistence scenario;Territory;Nitrogen use (kg N/ha);2012;125.786030824198
Coexistence scenario;AF1;Protein yield (kg N/ha);2012;1159.5333333333301
Coexistence scenario;AF2;Protein yield (kg N/ha);2012;472.048
Coexistence scenario;AF3;Protein yield (kg N/ha);2012;1225.48
Coexistence scenario;AF4;Protein yield (kg N/ha);2012;1157.325
Coexistence scenario;AF5;Protein yield (kg N/ha);2012;982.383529411765
Coexistence scenario;Arable farm;Protein yield (kg N/ha);2012;999.3539725490199
Coexistence scenario;LF1;Protein yield (kg N/ha);2012;1137.36142857143
Coexistence scenario;LF2;Protein yield (kg N/ha);2012;992.568421052632
Coexistence scenario;Livestock farm;Protein yield (kg N/ha);2012;1064.96492481203
Coexistence scenario;Territory;Protein yield (kg N/ha);2012;1018.0999589098801
Coexistence scenario;AF1;Quantity of active ingredients applied /ha;2012;3.46629563492063
Coexistence scenario;AF2;Quantity of active ingredients applied /ha;2012;2.89138083333333
Coexistence scenario;AF3;Quantity of active ingredients applied /ha;2012;4.70828842592593
Coexistence scenario;AF4;Quantity of active ingredients applied /ha;2012;2.90564854842828
Coexistence scenario;AF5;Quantity of active ingredients applied /ha;2012;10.2656941736695
Coexistence scenario;Arable farm;Quantity of active ingredients applied /ha;2012;4.84746152325553
Coexistence scenario;LF1;Quantity of active ingredients applied /ha;2012;1.7340761904761899
Coexistence scenario;LF2;Quantity of active ingredients applied /ha;2012;2.27837791594371
Coexistence scenario;Livestock farm;Quantity of active ingredients applied /ha;2012;2.00622705320995
Coexistence scenario;Territory;Quantity of active ingredients applied /ha;2012;4.035680246099649
Coexistence scenario;AF1;Workload h/ha;2012;1.76154923005133
Coexistence scenario;AF2;Workload h/ha;2012;5.31119043923638
Coexistence scenario;AF3;Workload h/ha;2012;2.69864087820178
Coexistence scenario;AF4;Workload h/ha;2012;4.20979880202734
Coexistence scenario;AF5;Workload h/ha;2012;2.57672264041691
Coexistence scenario;Arable farm;Workload h/ha;2012;3.31158039798675
Coexistence scenario;LF1;Workload h/ha;2012;5.06858262573481
Coexistence scenario;LF2;Workload h/ha;2012;3.8666885031116895
Coexistence scenario;Livestock farm;Workload h/ha;2012;4.46763556442325
Coexistence scenario;Territory;Workload h/ha;2012;3.64188187411146
Complementarity scenario;AF1;Economic efficiency;2012;0.7458062886659291
Complementarity scenario;AF2;Economic efficiency;2012;0.646050817534803
Complementarity scenario;AF3;Economic efficiency;2012;0.916592573634065
Complementarity scenario;AF4;Economic efficiency;2012;0.7814484246034649
Complementarity scenario;AF5;Economic efficiency;2012;0.818727163831134
Complementarity scenario;Arable farm;Economic efficiency;2012;0.781725053653879
Complementarity scenario;LF1;Economic efficiency;2012;0.657180930107902
Complementarity scenario;LF2;Economic efficiency;2012;0.65489063628731
Complementarity scenario;Livestock farm;Economic efficiency;2012;0.656035783197606
Complementarity scenario;Territory;Economic efficiency;2012;0.745813833523515
Complementarity scenario;AF1;Energy yield (MjKgDM/ha);2012;133.48633600000002
Complementarity scenario;AF2;Energy yield (MjKgDM/ha);2012;75.77993856
Complementarity scenario;AF3;Energy yield (MjKgDM/ha);2012;131.7299974
Complementarity scenario;AF4;Energy yield (MjKgDM/ha);2012;137.8219014
Complementarity scenario;AF5;Energy yield (MjKgDM/ha);2012;121.150525741176
Complementarity scenario;Arable farm;Energy yield (MjKgDM/ha);2012;119.993739820235
Complementarity scenario;LF1;Energy yield (MjKgDM/ha);2012;232.11504275739398
Complementarity scenario;LF2;Energy yield (MjKgDM/ha);2012;182.233782020884
Complementarity scenario;Livestock farm;Energy yield (MjKgDM/ha);2012;207.17441238913898
Complementarity scenario;Territory;Energy yield (MjKgDM/ha);2012;144.902503411351
Complementarity scenario;AF1;Gross margin(/ha);2012;1149.91061882175
Complementarity scenario;AF2;Gross margin(/ha);2012;672.428852456154
Complementarity scenario;AF3;Gross margin(/ha);2012;3506.1658993583396
Complementarity scenario;AF4;Gross margin(/ha);2012;1278.9780752611
Complementarity scenario;AF5;Gross margin(/ha);2012;1529.5119140807199
Complementarity scenario;Arable farm;Gross margin(/ha);2012;1627.39907199561
Complementarity scenario;LF1;Gross margin(/ha);2012;2767.8507867486896
Complementarity scenario;LF2;Gross margin(/ha);2012;4244.13446861595
Complementarity scenario;Livestock farm;Gross margin(/ha);2012;3505.99262768232
Complementarity scenario;Territory;Gross margin(/ha);2012;2164.1400879061
Complementarity scenario;AF1;Nitrogen use (kg N/ha);2012;109.090858011905
Complementarity scenario;AF2;Nitrogen use (kg N/ha);2012;186.97839834200002
Complementarity scenario;AF3;Nitrogen use (kg N/ha);2012;119.800502344933
Complementarity scenario;AF4;Nitrogen use (kg N/ha);2012;125.167522370301
Complementarity scenario;AF5;Nitrogen use (kg N/ha);2012;137.075925331092
Complementarity scenario;Arable farm;Nitrogen use (kg N/ha);2012;135.622641280046
Complementarity scenario;LF1;Nitrogen use (kg N/ha);2012;105.19138388381
Complementarity scenario;LF2;Nitrogen use (kg N/ha);2012;84.55706928744941
Complementarity scenario;Livestock farm;Nitrogen use (kg N/ha);2012;94.8742265856295
Complementarity scenario;Territory;Nitrogen use (kg N/ha);2012;123.98023708164101
Complementarity scenario;AF1;Protein yield (kg N/ha);2012;1159.5333333333301
Complementarity scenario;AF2;Protein yield (kg N/ha);2012;472.048
Complementarity scenario;AF3;Protein yield (kg N/ha);2012;1225.48
Complementarity scenario;AF4;Protein yield (kg N/ha);2012;1176.03375
Complementarity scenario;AF5;Protein yield (kg N/ha);2012;1087.94529411765
Complementarity scenario;Arable farm;Protein yield (kg N/ha);2012;1024.2080754902001
Complementarity scenario;LF1;Protein yield (kg N/ha);2012;1137.36142857143
Complementarity scenario;LF2;Protein yield (kg N/ha);2012;992.568421052632
Complementarity scenario;Livestock farm;Protein yield (kg N/ha);2012;1064.96492481203
Complementarity scenario;Territory;Protein yield (kg N/ha);2012;1035.85288958215
Complementarity scenario;AF1;Quantity of active ingredients applied /ha;2012;3.46629563492063
Complementarity scenario;AF2;Quantity of active ingredients applied /ha;2012;2.89138083333333
Complementarity scenario;AF3;Quantity of active ingredients applied /ha;2012;4.70828842592593
Complementarity scenario;AF4;Quantity of active ingredients applied /ha;2012;3.07271663533835
Complementarity scenario;AF5;Quantity of active ingredients applied /ha;2012;11.9290897216759
Complementarity scenario;Arable farm;Quantity of active ingredients applied /ha;2012;5.21355425023883
Complementarity scenario;LF1;Quantity of active ingredients applied /ha;2012;1.7340761904761899
Complementarity scenario;LF2;Quantity of active ingredients applied /ha;2012;2.27837791594371
Complementarity scenario;Livestock farm;Quantity of active ingredients applied /ha;2012;2.00622705320995
Complementarity scenario;Territory;Quantity of active ingredients applied /ha;2012;4.29717505108772
Complementarity scenario;AF1;Workload h/ha;2012;1.7592160522631801
Complementarity scenario;AF2;Workload h/ha;2012;5.31119043923638
Complementarity scenario;AF3;Workload h/ha;2012;2.69864087820178
Complementarity scenario;AF4;Workload h/ha;2012;4.0546767009675895
Complementarity scenario;AF5;Workload h/ha;2012;2.51650260567458
Complementarity scenario;Arable farm;Workload h/ha;2012;3.2680453352687002
Complementarity scenario;LF1;Workload h/ha;2012;5.06858262573481
Complementarity scenario;LF2;Workload h/ha;2012;3.8666885031116895
Complementarity scenario;Livestock farm;Workload h/ha;2012;4.46763556442325
Complementarity scenario;Territory;Workload h/ha;2012;3.6107854007414297
Synergetic scenario;AF1;Economic efficiency;2012;0.75194270015082
Synergetic scenario;AF2;Economic efficiency;2012;0.7179066148185099
Synergetic scenario;AF3;Economic efficiency;2012;0.824618472209631
Synergetic scenario;AF4;Economic efficiency;2012;0.8978958933404421
Synergetic scenario;AF5;Economic efficiency;2012;0.83201411857946
Synergetic scenario;Arable farm;Economic efficiency;2012;0.804875559819773
Synergetic scenario;LF1;Economic efficiency;2012;0.657062842293727
Synergetic scenario;LF2;Economic efficiency;2012;0.6603293206751629
Synergetic scenario;Livestock farm;Economic efficiency;2012;0.6586960814844449
Synergetic scenario;Territory;Economic efficiency;2012;0.763109994581108
Synergetic scenario;AF1;Energy yield (MjKgDM/ha);2012;135.378898666667
Synergetic scenario;AF2;Energy yield (MjKgDM/ha);2012;83.9423368
Synergetic scenario;AF3;Energy yield (MjKgDM/ha);2012;120.158727
Synergetic scenario;AF4;Energy yield (MjKgDM/ha);2012;121.99282067421001
Synergetic scenario;AF5;Energy yield (MjKgDM/ha);2012;117.4674736
Synergetic scenario;Arable farm;Energy yield (MjKgDM/ha);2012;115.78805134817499
Synergetic scenario;LF1;Energy yield (MjKgDM/ha);2012;235.10157684096
Synergetic scenario;LF2;Energy yield (MjKgDM/ha);2012;191.82013926716598
Synergetic scenario;Livestock farm;Energy yield (MjKgDM/ha);2012;213.460858054063
Synergetic scenario;Territory;Energy yield (MjKgDM/ha);2012;143.694567549858
Synergetic scenario;AF1;Gross margin(/ha);2012;1188.05235918572
Synergetic scenario;AF2;Gross margin(/ha);2012;844.999595406643
Synergetic scenario;AF3;Gross margin(/ha);2012;1377.54070840957
Synergetic scenario;AF4;Gross margin(/ha);2012;1746.1929172600198
Synergetic scenario;AF5;Gross margin(/ha);2012;1543.8076295943201
Synergetic scenario;Arable farm;Gross margin(/ha);2012;1340.1186419712599
Synergetic scenario;LF1;Gross margin(/ha);2012;2753.28737391322
Synergetic scenario;LF2;Gross margin(/ha);2012;4329.073008462
Synergetic scenario;Livestock farm;Gross margin(/ha);2012;3541.18019118761
Synergetic scenario;Territory;Gross margin(/ha);2012;1968.99337031879
Synergetic scenario;AF1;Nitrogen use (kg N/ha);2012;107.859375678571
Synergetic scenario;AF2;Nitrogen use (kg N/ha);2012;143.235577092
Synergetic scenario;AF3;Nitrogen use (kg N/ha);2012;90.1660048992424
Synergetic scenario;AF4;Nitrogen use (kg N/ha);2012;58.7183822304981
Synergetic scenario;AF5;Nitrogen use (kg N/ha);2012;124.862631378151
Synergetic scenario;Arable farm;Nitrogen use (kg N/ha);2012;104.968394255693
Synergetic scenario;LF1;Nitrogen use (kg N/ha);2012;105.19138388381
Synergetic scenario;LF2;Nitrogen use (kg N/ha);2012;78.3343604473684
Synergetic scenario;Livestock farm;Nitrogen use (kg N/ha);2012;91.762872165589
Synergetic scenario;Territory;Nitrogen use (kg N/ha);2012;101.19538794423401
Synergetic scenario;AF1;Protein yield (kg N/ha);2012;1181.7333333333302
Synergetic scenario;AF2;Protein yield (kg N/ha);2012;737.204
Synergetic scenario;AF3;Protein yield (kg N/ha);2012;1171.64375
Synergetic scenario;AF4;Protein yield (kg N/ha);2012;1106.13125
Synergetic scenario;AF5;Protein yield (kg N/ha);2012;1089.18470588235
Synergetic scenario;Arable farm;Protein yield (kg N/ha);2012;1057.17940784314
Synergetic scenario;LF1;Protein yield (kg N/ha);2012;1149.68
Synergetic scenario;LF2;Protein yield (kg N/ha);2012;973.7031578947369
Synergetic scenario;Livestock farm;Protein yield (kg N/ha);2012;1061.69157894737
Synergetic scenario;Territory;Protein yield (kg N/ha);2012;1058.4685995872
Synergetic scenario;AF1;Quantity of active ingredients applied /ha;2012;3.54254563492063
Synergetic scenario;AF2;Quantity of active ingredients applied /ha;2012;4.30651738297872
Synergetic scenario;AF3;Quantity of active ingredients applied /ha;2012;5.80050416666667
Synergetic scenario;AF4;Quantity of active ingredients applied /ha;2012;4.56228341608676
Synergetic scenario;AF5;Quantity of active ingredients applied /ha;2012;10.994217481375502
Synergetic scenario;Arable farm;Quantity of active ingredients applied /ha;2012;5.84121361640566
Synergetic scenario;LF1;Quantity of active ingredients applied /ha;2012;1.7340761904761899
Synergetic scenario;LF2;Quantity of active ingredients applied /ha;2012;2.11380639097744
Synergetic scenario;Livestock farm;Quantity of active ingredients applied /ha;2012;1.9239412907268199
Synergetic scenario;Territory;Quantity of active ingredients applied /ha;2012;4.72199295192599
Synergetic scenario;AF1;Workload h/ha;2012;1.7592160522631801
Synergetic scenario;AF2;Workload h/ha;2012;4.25733354027627
Synergetic scenario;AF3;Workload h/ha;2012;3.07501306847883
Synergetic scenario;AF4;Workload h/ha;2012;3.61542005836277
Synergetic scenario;AF5;Workload h/ha;2012;2.47481181239143
Synergetic scenario;Arable farm;Workload h/ha;2012;3.0363589063545002
Synergetic scenario;LF1;Workload h/ha;2012;4.93468321358589
Synergetic scenario;LF2;Workload h/ha;2012;4.15984277759581
Synergetic scenario;Livestock farm;Workload h/ha;2012;4.54726299559085
Synergetic scenario;Territory;Workload h/ha;2012;3.4680457889934506
Baseline situation;AF1;Economic efficiency;2013;0.732033716033047
Baseline situation;AF2;Economic efficiency;2013;0.701924877311814
Baseline situation;AF3;Economic efficiency;2013;0.8651028153687941
Baseline situation;AF4;Economic efficiency;2013;0.7370722107010269
Baseline situation;AF5;Economic efficiency;2013;0.762985656714256
Baseline situation;Arable farm;Economic efficiency;2013;0.7598238552257879
Baseline situation;LF1;Economic efficiency;2013;0.638578401160933
Baseline situation;LF2;Economic efficiency;2013;0.603134975501033
Baseline situation;Livestock farm;Economic efficiency;2013;0.620856688330983
