Scenario;Level;Indicator;Year;Value
Coexistence scenario;Arable farm;Gross margin(/ha);2008;1729.44918005396
Coexistence scenario;LF1;Gross margin(/ha);2008;3882.3725212223103
Coexistence scenario;LF2;Gross margin(/ha);2008;4685.43949927798
Coexistence scenario;Livestock farm;Gross margin(/ha);2008;4283.90601025015
Coexistence scenario;Territory;Gross margin(/ha);2008;2459.2939886814397
Coexistence scenario;AF1;Nitrogen use (kg N/ha);2008;114.870437380952
Coexistence scenario;AF2;Nitrogen use (kg N/ha);2008;202.10232678571398
Coexistence scenario;AF3;Nitrogen use (kg N/ha);2008;57.014770041607704
Coexistence scenario;AF4;Nitrogen use (kg N/ha);2008;123.79920276480301
Coexistence scenario;AF5;Nitrogen use (kg N/ha);2008;140.108939675188
Coexistence scenario;Arable farm;Nitrogen use (kg N/ha);2008;127.579135329653
Coexistence scenario;LF1;Nitrogen use (kg N/ha);2008;106.28271473757601
Coexistence scenario;LF2;Nitrogen use (kg N/ha);2008;91.5424404048583
Coexistence scenario;Livestock farm;Nitrogen use (kg N/ha);2008;98.912577571217
Coexistence scenario;Territory;Nitrogen use (kg N/ha);2008;119.388690255814
Coexistence scenario;AF1;Protein yield (kg N/ha);2008;1218.275
Coexistence scenario;AF2;Protein yield (kg N/ha);2008;883.825714285714
Coexistence scenario;AF3;Protein yield (kg N/ha);2008;1203.14375
Coexistence scenario;AF4;Protein yield (kg N/ha);2008;1133.575
Coexistence scenario;AF5;Protein yield (kg N/ha);2008;1013.57263157895
Coexistence scenario;Arable farm;Protein yield (kg N/ha);2008;1090.4784191729302
Coexistence scenario;LF1;Protein yield (kg N/ha);2008;1368.36545454545
Coexistence scenario;LF2;Protein yield (kg N/ha);2008;1030.56105263158
Coexistence scenario;Livestock farm;Protein yield (kg N/ha);2008;1199.4632535885198
Coexistence scenario;Territory;Protein yield (kg N/ha);2008;1121.61694329167
Coexistence scenario;AF1;Quantity of active ingredients applied /ha;2008;3.4814769841269797
Coexistence scenario;AF2;Quantity of active ingredients applied /ha;2008;4.18448214285714
Coexistence scenario;AF3;Quantity of active ingredients applied /ha;2008;6.333518518518519
Coexistence scenario;AF4;Quantity of active ingredients applied /ha;2008;2.68754951177414
Coexistence scenario;AF5;Quantity of active ingredients applied /ha;2008;7.580088571428571
Coexistence scenario;Arable farm;Quantity of active ingredients applied /ha;2008;4.85342314574107
Coexistence scenario;LF1;Quantity of active ingredients applied /ha;2008;1.8380606060606102
Coexistence scenario;LF2;Quantity of active ingredients applied /ha;2008;2.4873579140158104
Coexistence scenario;Livestock farm;Quantity of active ingredients applied /ha;2008;2.16270926003821
Coexistence scenario;Territory;Quantity of active ingredients applied /ha;2008;4.08464774982597
Coexistence scenario;AF1;Workload h/ha;2008;2.6784881007932797
Coexistence scenario;AF2;Workload h/ha;2008;5.29160739687055
Coexistence scenario;AF3;Workload h/ha;2008;3.0044432828018794
Coexistence scenario;AF4;Workload h/ha;2008;4.13607740746429
Coexistence scenario;AF5;Workload h/ha;2008;2.00722797421371
Coexistence scenario;Arable farm;Workload h/ha;2008;3.42356883242874
Coexistence scenario;LF1;Workload h/ha;2008;5.65259677105622
Coexistence scenario;LF2;Workload h/ha;2008;3.73403209957419
Coexistence scenario;Livestock farm;Workload h/ha;2008;4.6933144353152
Coexistence scenario;Territory;Workload h/ha;2008;3.7863532903963
Complementarity scenario;AF1;Economic efficiency;2008;0.781160439836749
Complementarity scenario;AF2;Economic efficiency;2008;0.7800245633249571
Complementarity scenario;AF3;Economic efficiency;2008;0.9344399159510881
Complementarity scenario;AF4;Economic efficiency;2008;0.8213552081422051
Complementarity scenario;AF5;Economic efficiency;2008;0.835421778999548
Complementarity scenario;Arable farm;Economic efficiency;2008;0.8304803812509101
Complementarity scenario;LF1;Economic efficiency;2008;0.7350214187544849
Complementarity scenario;LF2;Economic efficiency;2008;0.700393128498621
Complementarity scenario;Livestock farm;Economic efficiency;2008;0.717707273626553
Complementarity scenario;Territory;Economic efficiency;2008;0.798259493358236
Complementarity scenario;AF1;Energy yield (MjKgDM/ha);2008;135.22269599999998
Complementarity scenario;AF2;Energy yield (MjKgDM/ha);2008;125.053962171429
Complementarity scenario;AF3;Energy yield (MjKgDM/ha);2008;106.93017420000001
Complementarity scenario;AF4;Energy yield (MjKgDM/ha);2008;150.64961504421998
Complementarity scenario;AF5;Energy yield (MjKgDM/ha);2008;124.037014231579
Complementarity scenario;Arable farm;Energy yield (MjKgDM/ha);2008;128.378692329445
Complementarity scenario;LF1;Energy yield (MjKgDM/ha);2008;277.726320790982
Complementarity scenario;LF2;Energy yield (MjKgDM/ha);2008;181.128582437524
Complementarity scenario;Livestock farm;Energy yield (MjKgDM/ha);2008;229.42745161425302
Complementarity scenario;Territory;Energy yield (MjKgDM/ha);2008;157.249766410819
Complementarity scenario;AF1;Gross margin(/ha);2008;1272.5617893846302
Complementarity scenario;AF2;Gross margin(/ha);2008;1219.11716455516
Complementarity scenario;AF3;Gross margin(/ha);2008;3096.05981865521
Complementarity scenario;AF4;Gross margin(/ha);2008;1464.47700304281
Complementarity scenario;AF5;Gross margin(/ha);2008;1575.0538901803302
Complementarity scenario;Arable farm;Gross margin(/ha);2008;1725.4539331636302
Complementarity scenario;LF1;Gross margin(/ha);2008;3882.3725212223103
Complementarity scenario;LF2;Gross margin(/ha);2008;4685.43949927798
Complementarity scenario;Livestock farm;Gross margin(/ha);2008;4283.90601025015
Complementarity scenario;Territory;Gross margin(/ha);2008;2456.44024090263
Complementarity scenario;AF1;Nitrogen use (kg N/ha);2008;119.172081761905
Complementarity scenario;AF2;Nitrogen use (kg N/ha);2008;202.10232678571398
Complementarity scenario;AF3;Nitrogen use (kg N/ha);2008;57.014770041607704
Complementarity scenario;AF4;Nitrogen use (kg N/ha);2008;123.79920276480301
Complementarity scenario;AF5;Nitrogen use (kg N/ha);2008;134.43804752782
Complementarity scenario;Arable farm;Nitrogen use (kg N/ha);2008;127.30528577636998
Complementarity scenario;LF1;Nitrogen use (kg N/ha);2008;106.28271473757601
Complementarity scenario;LF2;Nitrogen use (kg N/ha);2008;91.5424404048583
Complementarity scenario;Livestock farm;Nitrogen use (kg N/ha);2008;98.912577571217
Complementarity scenario;Territory;Nitrogen use (kg N/ha);2008;119.19308343203998
Complementarity scenario;AF1;Protein yield (kg N/ha);2008;1232.61666666667
Complementarity scenario;AF2;Protein yield (kg N/ha);2008;883.825714285714
Complementarity scenario;AF3;Protein yield (kg N/ha);2008;1203.14375
Complementarity scenario;AF4;Protein yield (kg N/ha);2008;1133.575
Complementarity scenario;AF5;Protein yield (kg N/ha);2008;1089.67894736842
Complementarity scenario;Arable farm;Protein yield (kg N/ha);2008;1108.56801566416
Complementarity scenario;LF1;Protein yield (kg N/ha);2008;1368.36545454545
Complementarity scenario;LF2;Protein yield (kg N/ha);2008;1030.56105263158
Complementarity scenario;Livestock farm;Protein yield (kg N/ha);2008;1199.4632535885198
Complementarity scenario;Territory;Protein yield (kg N/ha);2008;1134.53808364255
Complementarity scenario;AF1;Quantity of active ingredients applied /ha;2008;3.48085396825397
Complementarity scenario;AF2;Quantity of active ingredients applied /ha;2008;4.18448214285714
Complementarity scenario;AF3;Quantity of active ingredients applied /ha;2008;6.333518518518519
Complementarity scenario;AF4;Quantity of active ingredients applied /ha;2008;2.68754951177414
Complementarity scenario;AF5;Quantity of active ingredients applied /ha;2008;8.27518421159281
Complementarity scenario;Arable farm;Quantity of active ingredients applied /ha;2008;4.992317670599321
Complementarity scenario;LF1;Quantity of active ingredients applied /ha;2008;1.8380606060606102
Complementarity scenario;LF2;Quantity of active ingredients applied /ha;2008;2.4873579140158104
Complementarity scenario;Livestock farm;Quantity of active ingredients applied /ha;2008;2.16270926003821
Complementarity scenario;Territory;Quantity of active ingredients applied /ha;2008;4.18385812472471
Complementarity scenario;AF1;Workload h/ha;2008;2.6598226784881
Complementarity scenario;AF2;Workload h/ha;2008;5.29160739687055
Complementarity scenario;AF3;Workload h/ha;2008;3.0044432828018794
Complementarity scenario;AF4;Workload h/ha;2008;4.13607740746429
Complementarity scenario;AF5;Workload h/ha;2008;2.01601875366282
Complementarity scenario;Arable farm;Workload h/ha;2008;3.42159390385753
Complementarity scenario;LF1;Workload h/ha;2008;5.65259677105622
Complementarity scenario;LF2;Workload h/ha;2008;3.73403209957419
Complementarity scenario;Livestock farm;Workload h/ha;2008;4.6933144353152
Complementarity scenario;Territory;Workload h/ha;2008;3.7849426271311497
Synergetic scenario;AF1;Economic efficiency;2008;0.7850921779628521
Synergetic scenario;AF2;Economic efficiency;2008;0.847863267853042
Synergetic scenario;AF3;Economic efficiency;2008;0.841234832270113
Synergetic scenario;AF4;Economic efficiency;2008;0.838103451400477
Synergetic scenario;AF5;Economic efficiency;2008;0.8775762102783928
Synergetic scenario;Arable farm;Economic efficiency;2008;0.8379739879529751
Synergetic scenario;LF1;Economic efficiency;2008;0.734269355547104
Synergetic scenario;LF2;Economic efficiency;2008;0.70446620224091
Synergetic scenario;Livestock farm;Economic efficiency;2008;0.719367778894007
Synergetic scenario;Territory;Economic efficiency;2008;0.8040864996504129
Synergetic scenario;AF1;Energy yield (MjKgDM/ha);2008;136.247078666667
Synergetic scenario;AF2;Energy yield (MjKgDM/ha);2008;112.749953828571
Synergetic scenario;AF3;Energy yield (MjKgDM/ha);2008;122.2565846
Synergetic scenario;AF4;Energy yield (MjKgDM/ha);2008;168.45914126642
Synergetic scenario;AF5;Energy yield (MjKgDM/ha);2008;119.40365263157899
Synergetic scenario;Arable farm;Energy yield (MjKgDM/ha);2008;131.823282198647
Synergetic scenario;LF1;Energy yield (MjKgDM/ha);2008;309.13499171184
Synergetic scenario;LF2;Energy yield (MjKgDM/ha);2008;192.876518573221
Synergetic scenario;Livestock farm;Energy yield (MjKgDM/ha);2008;251.005755142531
Synergetic scenario;Territory;Energy yield (MjKgDM/ha);2008;165.875417325471
Synergetic scenario;AF1;Gross margin(/ha);2008;1300.87514902065
Synergetic scenario;AF2;Gross margin(/ha);2008;1429.241737305
Synergetic scenario;AF3;Gross margin(/ha);2008;1390.57622607801
Synergetic scenario;AF4;Gross margin(/ha);2008;1468.4521751761
Synergetic scenario;AF5;Gross margin(/ha);2008;1966.7679636911998
Synergetic scenario;Arable farm;Gross margin(/ha);2008;1511.18265025419
Synergetic scenario;LF1;Gross margin(/ha);2008;4243.96506633042
Synergetic scenario;LF2;Gross margin(/ha);2008;4756.75235024857
Synergetic scenario;Livestock farm;Gross margin(/ha);2008;4500.3587082895
Synergetic scenario;Territory;Gross margin(/ha);2008;2365.23295254999
Synergetic scenario;AF1;Nitrogen use (kg N/ha);2008;112.774987553571
Synergetic scenario;AF2;Nitrogen use (kg N/ha);2008;104.215332142857
Synergetic scenario;AF3;Nitrogen use (kg N/ha);2008;95.8114631486742
Synergetic scenario;AF4;Nitrogen use (kg N/ha);2008;121.002337026316
Synergetic scenario;AF5;Nitrogen use (kg N/ha);2008;121.246932733835
Synergetic scenario;Arable farm;Nitrogen use (kg N/ha);2008;111.01021052105101
Synergetic scenario;LF1;Nitrogen use (kg N/ha);2008;101.18983742
Synergetic scenario;LF2;Nitrogen use (kg N/ha);2008;85.3197315647773
Synergetic scenario;Livestock farm;Nitrogen use (kg N/ha);2008;93.25478449238871
Synergetic scenario;Territory;Nitrogen use (kg N/ha);2008;105.93723165571899
Synergetic scenario;AF1;Protein yield (kg N/ha);2008;1218.275
Synergetic scenario;AF2;Protein yield (kg N/ha);2008;1204.57714285714
Synergetic scenario;AF3;Protein yield (kg N/ha);2008;1145.96625
Synergetic scenario;AF4;Protein yield (kg N/ha);2008;1011.83875
Synergetic scenario;AF5;Protein yield (kg N/ha);2008;1095.9321052631599
Synergetic scenario;Arable farm;Protein yield (kg N/ha);2008;1135.3178496240598
Synergetic scenario;LF1;Protein yield (kg N/ha);2008;1403.64
Synergetic scenario;LF2;Protein yield (kg N/ha);2008;1021.5105263157901
Synergetic scenario;Livestock farm;Protein yield (kg N/ha);2008;1212.57526315789
Synergetic scenario;Territory;Protein yield (kg N/ha);2008;1157.39139634801
Synergetic scenario;AF1;Quantity of active ingredients applied /ha;2008;3.51477063492064
Synergetic scenario;AF2;Quantity of active ingredients applied /ha;2008;6.4132265349544095
Synergetic scenario;AF3;Quantity of active ingredients applied /ha;2008;5.5364375
Synergetic scenario;AF4;Quantity of active ingredients applied /ha;2008;2.48094175345278
Synergetic scenario;AF5;Quantity of active ingredients applied /ha;2008;9.29256045326081
Synergetic scenario;Arable farm;Quantity of active ingredients applied /ha;2008;5.447587375317731
Synergetic scenario;LF1;Quantity of active ingredients applied /ha;2008;1.3528
Synergetic scenario;LF2;Quantity of active ingredients applied /ha;2008;2.3227863890495497
Synergetic scenario;Livestock farm;Quantity of active ingredients applied /ha;2008;1.83779319452477
Synergetic scenario;Territory;Quantity of active ingredients applied /ha;2008;4.41621760937688
Synergetic scenario;AF1;Workload h/ha;2008;2.6621558562762497
Synergetic scenario;AF2;Workload h/ha;2008;3.76752692542166
Synergetic scenario;AF3;Workload h/ha;2008;2.50914793518035
Synergetic scenario;AF4;Workload h/ha;2008;4.76424512363692
Synergetic scenario;AF5;Workload h/ha;2008;2.12443836686853
Synergetic scenario;Arable farm;Workload h/ha;2008;3.1655028414767403
Synergetic scenario;LF1;Workload h/ha;2008;6.39412538360368
Synergetic scenario;LF2;Workload h/ha;2008;4.027186374058299
Synergetic scenario;Livestock farm;Workload h/ha;2008;5.21065587883099
Synergetic scenario;Territory;Workload h/ha;2008;3.74983228072081
Baseline situation;AF1;Economic efficiency;2009;0.67222096101963
Baseline situation;AF2;Economic efficiency;2009;0.721050151621379
Baseline situation;AF3;Economic efficiency;2009;0.815283136227542
Baseline situation;AF4;Economic efficiency;2009;0.711792219218541
Baseline situation;AF5;Economic efficiency;2009;0.786879676821065
Baseline situation;Arable farm;Economic efficiency;2009;0.7414452289816309
Baseline situation;LF1;Economic efficiency;2009;0.685280940374049
Baseline situation;LF2;Economic efficiency;2009;0.646910384877885
Baseline situation;Livestock farm;Economic efficiency;2009;0.6660956626259671
Baseline situation;Territory;Economic efficiency;2009;0.7199167814514409
Baseline situation;AF1;Gross margin(/ha);2009;901.964662796909
Baseline situation;AF2;Gross margin(/ha);2009;703.5509479895011
Baseline situation;AF3;Gross margin(/ha);2009;1128.68078597388
Baseline situation;AF4;Gross margin(/ha);2009;622.086657694701
Baseline situation;AF5;Gross margin(/ha);2009;943.402970732446
Baseline situation;Arable farm;Gross margin(/ha);2009;859.9372050374859
Baseline situation;LF1;Gross margin(/ha);2009;2062.6438072812603
Baseline situation;LF2;Gross margin(/ha);2009;2999.5289576016603
Baseline situation;Livestock farm;Gross margin(/ha);2009;2531.08638244146
Baseline situation;Territory;Gross margin(/ha);2009;1337.40839858148
Coexistence scenario;AF1;Economic efficiency;2009;0.67222096101963
Coexistence scenario;AF2;Economic efficiency;2009;0.721050151621379
Coexistence scenario;AF3;Economic efficiency;2009;0.815283136227542
Coexistence scenario;AF4;Economic efficiency;2009;0.711792219218541
Coexistence scenario;AF5;Economic efficiency;2009;0.786879676821065
Coexistence scenario;Arable farm;Economic efficiency;2009;0.7414452289816309
Coexistence scenario;LF1;Economic efficiency;2009;0.7294843616612942
Coexistence scenario;LF2;Economic efficiency;2009;0.6617613207083989
Coexistence scenario;Livestock farm;Economic efficiency;2009;0.695622841184846
Coexistence scenario;Territory;Economic efficiency;2009;0.7283531181825501
Coexistence scenario;AF1;Energy yield (MjKgDM/ha);2009;178.196613631907
Coexistence scenario;AF2;Energy yield (MjKgDM/ha);2009;134.868849142857
Coexistence scenario;AF3;Energy yield (MjKgDM/ha);2009;136.4670699
Coexistence scenario;AF4;Energy yield (MjKgDM/ha);2009;127.435967978606
Coexistence scenario;AF5;Energy yield (MjKgDM/ha);2009;130.441788628571
Coexistence scenario;Arable farm;Energy yield (MjKgDM/ha);2009;141.482057856388
Coexistence scenario;LF1;Energy yield (MjKgDM/ha);2009;175.385660551072
Coexistence scenario;LF2;Energy yield (MjKgDM/ha);2009;146.039714308495
Coexistence scenario;Livestock farm;Energy yield (MjKgDM/ha);2009;160.712687429783
Coexistence scenario;Territory;Energy yield (MjKgDM/ha);2009;146.976523448787
Coexistence scenario;AF1;Gross margin(/ha);2009;901.964662796909
Coexistence scenario;AF2;Gross margin(/ha);2009;703.5509479895011
Coexistence scenario;AF3;Gross margin(/ha);2009;1128.68078597388
Coexistence scenario;AF4;Gross margin(/ha);2009;622.086657694701
Coexistence scenario;AF5;Gross margin(/ha);2009;943.402970732446
Coexistence scenario;Arable farm;Gross margin(/ha);2009;859.9372050374859
Coexistence scenario;LF1;Gross margin(/ha);2009;2195.6927625448
Coexistence scenario;LF2;Gross margin(/ha);2009;3068.3882820342305
Coexistence scenario;Livestock farm;Gross margin(/ha);2009;2632.04052228952
Coexistence scenario;Territory;Gross margin(/ha);2009;1366.25243853807
Coexistence scenario;AF1;Nitrogen use (kg N/ha);2009;98.45150305357141
Coexistence scenario;AF2;Nitrogen use (kg N/ha);2009;172.764335131429
Coexistence scenario;AF3;Nitrogen use (kg N/ha);2009;137.555424795741
Coexistence scenario;AF4;Nitrogen use (kg N/ha);2009;151.97657724812
Coexistence scenario;AF5;Nitrogen use (kg N/ha);2009;159.735506028571
Coexistence scenario;Arable farm;Nitrogen use (kg N/ha);2009;144.09666925148701
Coexistence scenario;LF1;Nitrogen use (kg N/ha);2009;115.564876778095
Coexistence scenario;LF2;Nitrogen use (kg N/ha);2009;95.45296197290209
Coexistence scenario;Livestock farm;Nitrogen use (kg N/ha);2009;105.508919375499
Coexistence scenario;Territory;Nitrogen use (kg N/ha);2009;133.071597858347
Coexistence scenario;AF1;Protein yield (kg N/ha);2009;1041.26083333333
Coexistence scenario;AF2;Protein yield (kg N/ha);2009;1188.73571428571
Coexistence scenario;AF3;Protein yield (kg N/ha);2009;1198.421875
Coexistence scenario;AF4;Protein yield (kg N/ha);2009;715.42
Coexistence scenario;AF5;Protein yield (kg N/ha);2009;1065.87428571429
Coexistence scenario;Arable farm;Protein yield (kg N/ha);2009;1041.94254166667
Coexistence scenario;LF1;Protein yield (kg N/ha);2009;1061.1760000000002
Coexistence scenario;LF2;Protein yield (kg N/ha);2009;862.775
Coexistence scenario;Livestock farm;Protein yield (kg N/ha);2009;961.9755
Coexistence scenario;Territory;Protein yield (kg N/ha);2009;1019.09481547619
Coexistence scenario;AF1;Quantity of active ingredients applied /ha;2009;1.84161785714286
Coexistence scenario;AF2;Quantity of active ingredients applied /ha;2009;6.081642857142861
Coexistence scenario;AF3;Quantity of active ingredients applied /ha;2009;4.47523148148148
Coexistence scenario;AF4;Quantity of active ingredients applied /ha;2009;2.32709022556391
Coexistence scenario;AF5;Quantity of active ingredients applied /ha;2009;12.8413547619048
Coexistence scenario;Arable farm;Quantity of active ingredients applied /ha;2009;5.51338743664717
Coexistence scenario;LF1;Quantity of active ingredients applied /ha;2009;3.1642742857142903
Coexistence scenario;LF2;Quantity of active ingredients applied /ha;2009;2.55312953712954
Coexistence scenario;Livestock farm;Quantity of active ingredients applied /ha;2009;2.85870191142191
Coexistence scenario;Territory;Quantity of active ingredients applied /ha;2009;4.75490585801138
Coexistence scenario;AF1;Workload h/ha;2009;5.99160055996267
Coexistence scenario;AF2;Workload h/ha;2009;5.03962609225767
Coexistence scenario;AF3;Workload h/ha;2009;1.9576581285938301
Coexistence scenario;AF4;Workload h/ha;2009;6.03477097960548
Coexistence scenario;AF5;Workload h/ha;2009;3.67969085444397
Coexistence scenario;Arable farm;Workload h/ha;2009;4.54066932297272
Coexistence scenario;LF1;Workload h/ha;2009;3.6047680597443597
Coexistence scenario;LF2;Workload h/ha;2009;3.9816051031004305
Coexistence scenario;Livestock farm;Workload h/ha;2009;3.7931865814224
Coexistence scenario;Territory;Workload h/ha;2009;4.32710282538692
Complementarity scenario;AF1;Economic efficiency;2009;0.6754539384396421
Complementarity scenario;AF2;Economic efficiency;2009;0.721050151621379
Complementarity scenario;AF3;Economic efficiency;2009;0.815283136227542
Complementarity scenario;AF4;Economic efficiency;2009;0.711792219218541
Complementarity scenario;AF5;Economic efficiency;2009;0.8330468682634928
Complementarity scenario;Arable farm;Economic efficiency;2009;0.751325262754119
Complementarity scenario;LF1;Economic efficiency;2009;0.7294843616612942
Complementarity scenario;LF2;Economic efficiency;2009;0.6617613207083989
Complementarity scenario;Livestock farm;Economic efficiency;2009;0.695622841184846
Complementarity scenario;Territory;Economic efficiency;2009;0.7354102851628991
Complementarity scenario;AF1;Energy yield (MjKgDM/ha);2009;179.220996298573
Complementarity scenario;AF2;Energy yield (MjKgDM/ha);2009;134.868849142857
Complementarity scenario;AF3;Energy yield (MjKgDM/ha);2009;136.4670699
Complementarity scenario;AF4;Energy yield (MjKgDM/ha);2009;127.435967978606
Complementarity scenario;AF5;Energy yield (MjKgDM/ha);2009;115.700179893333
Complementarity scenario;Arable farm;Energy yield (MjKgDM/ha);2009;138.738612642674
Complementarity scenario;LF1;Energy yield (MjKgDM/ha);2009;175.385660551072
Complementarity scenario;LF2;Energy yield (MjKgDM/ha);2009;146.039714308495
Complementarity scenario;Livestock farm;Energy yield (MjKgDM/ha);2009;160.712687429783
Complementarity scenario;Territory;Energy yield (MjKgDM/ha);2009;145.01691972470502
Complementarity scenario;AF1;Gross margin(/ha);2009;914.98113157899
Complementarity scenario;AF2;Gross margin(/ha);2009;703.5509479895011
Complementarity scenario;AF3;Gross margin(/ha);2009;1128.68078597388
Complementarity scenario;AF4;Gross margin(/ha);2009;622.086657694701
Complementarity scenario;AF5;Gross margin(/ha);2009;1067.7753700938301
Complementarity scenario;Arable farm;Gross margin(/ha);2009;887.4149786661791
Complementarity scenario;LF1;Gross margin(/ha);2009;2195.6927625448
Complementarity scenario;LF2;Gross margin(/ha);2009;3068.3882820342305
Complementarity scenario;Livestock farm;Gross margin(/ha);2009;2632.04052228952
Complementarity scenario;Territory;Gross margin(/ha);2009;1385.87941970142
Complementarity scenario;AF1;Nitrogen use (kg N/ha);2009;94.149858672619
Complementarity scenario;AF2;Nitrogen use (kg N/ha);2009;172.764335131429
Complementarity scenario;AF3;Nitrogen use (kg N/ha);2009;137.555424795741
Complementarity scenario;AF4;Nitrogen use (kg N/ha);2009;151.97657724812
Complementarity scenario;AF5;Nitrogen use (kg N/ha);2009;114.012433173333
Complementarity scenario;Arable farm;Nitrogen use (kg N/ha);2009;134.091725804248
Complementarity scenario;LF1;Nitrogen use (kg N/ha);2009;115.564876778095
Complementarity scenario;LF2;Nitrogen use (kg N/ha);2009;95.45296197290209
Complementarity scenario;Livestock farm;Nitrogen use (kg N/ha);2009;105.508919375499
Complementarity scenario;Territory;Nitrogen use (kg N/ha);2009;125.92520968174802
Complementarity scenario;AF1;Protein yield (kg N/ha);2009;1026.91916666667
Complementarity scenario;AF2;Protein yield (kg N/ha);2009;1188.73571428571
Complementarity scenario;AF3;Protein yield (kg N/ha);2009;1198.421875
Complementarity scenario;AF4;Protein yield (kg N/ha);2009;715.42
Complementarity scenario;AF5;Protein yield (kg N/ha);2009;1055.36666666667
Complementarity scenario;Arable farm;Protein yield (kg N/ha);2009;1036.97268452381
Complementarity scenario;LF1;Protein yield (kg N/ha);2009;1061.1760000000002
Complementarity scenario;LF2;Protein yield (kg N/ha);2009;862.775
Complementarity scenario;Livestock farm;Protein yield (kg N/ha);2009;961.9755
Complementarity scenario;Territory;Protein yield (kg N/ha);2009;1015.5449175170099
Complementarity scenario;AF1;Quantity of active ingredients applied /ha;2009;1.8422408730158701
Complementarity scenario;AF2;Quantity of active ingredients applied /ha;2009;6.081642857142861
Complementarity scenario;AF3;Quantity of active ingredients applied /ha;2009;4.47523148148148
Complementarity scenario;AF4;Quantity of active ingredients applied /ha;2009;2.32709022556391
Complementarity scenario;AF5;Quantity of active ingredients applied /ha;2009;11.196914827423198
Complementarity scenario;Arable farm;Quantity of active ingredients applied /ha;2009;5.18462405292546
Complementarity scenario;LF1;Quantity of active ingredients applied /ha;2009;3.1642742857142903
Complementarity scenario;LF2;Quantity of active ingredients applied /ha;2009;2.55312953712954
Complementarity scenario;Livestock farm;Quantity of active ingredients applied /ha;2009;2.85870191142191
Complementarity scenario;Territory;Quantity of active ingredients applied /ha;2009;4.52007486963873
Complementarity scenario;AF1;Workload h/ha;2009;5.984601026598231
Complementarity scenario;AF2;Workload h/ha;2009;5.03962609225767
Complementarity scenario;AF3;Workload h/ha;2009;1.9576581285938301
Complementarity scenario;AF4;Workload h/ha;2009;6.03477097960548
Complementarity scenario;AF5;Workload h/ha;2009;3.52486786827483
Complementarity scenario;Arable farm;Workload h/ha;2009;4.5083048190660095
Complementarity scenario;LF1;Workload h/ha;2009;3.6047680597443597
Complementarity scenario;LF2;Workload h/ha;2009;3.9816051031004305
Complementarity scenario;Livestock farm;Workload h/ha;2009;3.7931865814224
Complementarity scenario;Territory;Workload h/ha;2009;4.30398532259641
Synergetic scenario;AF1;Economic efficiency;2009;0.6752198857873299
Synergetic scenario;AF2;Economic efficiency;2009;0.8402846785272521
Synergetic scenario;AF3;Economic efficiency;2009;0.8927571896289609
Synergetic scenario;AF4;Economic efficiency;2009;0.846200750813473
Synergetic scenario;AF5;Economic efficiency;2009;0.864417947636909
Synergetic scenario;Arable farm;Economic efficiency;2009;0.8237760904787851
Synergetic scenario;LF1;Economic efficiency;2009;0.7291257065082478
Synergetic scenario;LF2;Economic efficiency;2009;0.6618806176701469
Synergetic scenario;Livestock farm;Economic efficiency;2009;0.695503162089197
Synergetic scenario;Territory;Economic efficiency;2009;0.7871266823674742
Synergetic scenario;AF1;Energy yield (MjKgDM/ha);2009;180.089176298573
Synergetic scenario;AF2;Energy yield (MjKgDM/ha);2009;98.6920126857143
Synergetic scenario;AF3;Energy yield (MjKgDM/ha);2009;122.7001932
Synergetic scenario;AF4;Energy yield (MjKgDM/ha);2009;106.40128819064002
Synergetic scenario;AF5;Energy yield (MjKgDM/ha);2009;104.407149784615
Synergetic scenario;Arable farm;Energy yield (MjKgDM/ha);2009;122.45796403190901
Synergetic scenario;LF1;Energy yield (MjKgDM/ha);2009;163.72429282915002
Synergetic scenario;LF2;Energy yield (MjKgDM/ha);2009;143.478769260669
Synergetic scenario;Livestock farm;Energy yield (MjKgDM/ha);2009;153.60153104491002
Synergetic scenario;Territory;Energy yield (MjKgDM/ha);2009;131.356126035623
Synergetic scenario;AF1;Gross margin(/ha);2009;914.648022619587
Synergetic scenario;AF2;Gross margin(/ha);2009;1003.4005726093401
Synergetic scenario;AF3;Gross margin(/ha);2009;1689.46314393464
Synergetic scenario;AF4;Gross margin(/ha);2009;1004.1574398938301
Synergetic scenario;AF5;Gross margin(/ha);2009;1161.7375477464698
Synergetic scenario;Arable farm;Gross margin(/ha);2009;1154.68134536077
Synergetic scenario;LF1;Gross margin(/ha);2009;2127.8513938064
Synergetic scenario;LF2;Gross margin(/ha);2009;3081.80358714362
Synergetic scenario;Livestock farm;Gross margin(/ha);2009;2604.82749047501
Synergetic scenario;Territory;Gross margin(/ha);2009;1569.00881539341
Synergetic scenario;AF1;Nitrogen use (kg N/ha);2009;99.315470547619
Synergetic scenario;AF2;Nitrogen use (kg N/ha);2009;89.73693656
Synergetic scenario;AF3;Nitrogen use (kg N/ha);2009;103.792365758106
Synergetic scenario;AF4;Nitrogen use (kg N/ha);2009;86.37596962335529
Synergetic scenario;AF5;Nitrogen use (kg N/ha);2009;78.3248511076923
Synergetic scenario;Arable farm;Nitrogen use (kg N/ha);2009;91.50911871935449
Synergetic scenario;LF1;Nitrogen use (kg N/ha);2009;118.167789974048
Synergetic scenario;LF2;Nitrogen use (kg N/ha);2009;100.82711960751699
Synergetic scenario;Livestock farm;Nitrogen use (kg N/ha);2009;109.49745479078301
